,hora,pto_orvalho_inst,pressao,radiacao,precipitacao,diff_temp,diff_umid,diff_dew,diff_pressure,diff_wind,vento_vel
251,11,21.7,1011.6,785.7,0.0,2.3000000000000007,8,1.1000000000000014,0.7000000000000455,2.8000000000000003,170
252,12,20.9,1011.8,1313.0,0.0,1.6000000000000014,10,1.599999999999998,0.1999999999999318,5.0,167
253,13,20.1,1011.7,1876.0,0.0,1.5,9,2.0,0.1999999999999318,5.0,155
254,14,19.7,1011.2,1532.0,0.0,1.0,5,1.6999999999999993,0.5,4.0,166
255,15,20.3,1010.5,1449.0,0.0,0.8999999999999986,6,1.6000000000000014,0.7000000000000455,5.2,143
256,16,21.2,1009.8,1221.0,0.0,1.1999999999999993,8,1.6999999999999993,0.7000000000000455,3.9,102
257,17,20.8,1009.5,1223.0,0.0,1.3999999999999986,4,1.1999999999999993,0.3999999999999773,4.300000000000002,102
258,18,21.5,1009.0,781.8,0.0,1.0,5,1.099999999999998,0.5,5.1,98
259,19,21.5,1008.8,967.4,0.0,1.1999999999999993,5,1.8000000000000007,0.2999999999999545,4.1,93
260,20,22.6,1009.3,461.4,0.0,1.6000000000000014,12,1.3000000000000007,0.5,6.6000000000000005,110
261,21,22.2,1009.5,40.8,0.0,0.4000000000000021,3,0.7999999999999972,0.2999999999999545,5.799999999999999,109
262,22,22.2,1010.1,-3.22,0.0,0.3999999999999986,6,0.7999999999999972,0.6000000000000227,4.8,98
263,23,23.0,1011.1,-3.28,0.4,1.6999999999999993,17,1.8999999999999984,1.0,5.4,93
264,0,22.7,1011.5,-2.27,0.0,0.7000000000000028,2,0.5,0.3999999999999773,4.5,101
265,1,22.9,1011.5,-1.16,8.8,0.7999999999999972,3,0.3999999999999986,0.2999999999999545,4.1,102
266,2,22.9,1011.4,-0.11,1.8,0.3000000000000007,0,0.3000000000000007,0.3000000000000682,6.9,120
267,3,22.6,1011.4,0.2,2.2,0.4000000000000021,0,0.3999999999999986,0.2999999999999545,5.500000000000001,107
268,4,22.7,1010.9,-0.15,0.2,0.1999999999999993,0,0.1999999999999993,0.6000000000000227,6.9,129
269,5,21.9,1010.8,-0.18,10.2,0.9000000000000021,1,0.8000000000000007,0.3999999999999773,5.5,74
270,6,21.0,1011.0,1.517,15.4,1.099999999999998,1,1.0,1.0,8.7,76
271,7,20.9,1010.9,1.317,6.0,0.4000000000000021,1,0.3000000000000007,0.20000000000004547,6.5,47
272,8,21.4,1011.3,1.5490000000000002,0.8,0.5,0,0.5,0.3999999999999773,1.6,124
273,9,21.0,1011.7,4.672,3.8,0.5999999999999979,1,0.5,0.40000000000009095,5.1,150
274,10,21.1,1012.5,60.8,5.4,0.3999999999999986,0,0.3999999999999986,0.7999999999999545,2.3,173
275,11,21.5,1012.7,197.3,6.4,0.6000000000000014,1,0.7000000000000028,0.3999999999999773,3.0,227
276,12,22.3,1012.8,571.1,0.4,1.1000000000000014,2,0.8000000000000007,0.2999999999999545,1.7999999999999998,209
277,13,22.5,1012.7,639.2,2.6,0.5,3,0.8000000000000007,0.1999999999999318,2.0,187
278,14,22.7,1012.1,1605.0,0.0,3.0,13,1.400000000000002,0.6000000000000227,3.6,138
279,15,21.7,1011.1,1524.0,0.0,0.8999999999999986,8,1.5,1.0,5.1000000000000005,134
280,16,22.4,1010.6,1047.0,0.0,0.5,4,1.1000000000000014,0.5,5.2,101
281,17,21.9,1009.9,745.5,0.0,0.9000000000000021,9,1.3999999999999986,0.7000000000000455,5.1,125
282,18,22.4,1009.4,697.1,0.0,0.5,6,0.8000000000000007,0.5,4.199999999999998,108
283,19,22.8,1009.6,369.6,0.0,0.7000000000000028,5,0.5,0.20000000000004547,5.3,108
284,20,22.1,1010.2,214.7,0.0,0.3000000000000007,2,0.7999999999999972,0.6000000000000227,4.1,94
285,21,22.6,1010.6,21.02,0.0,0.3000000000000007,4,0.8000000000000007,0.3999999999999773,3.1000000000000005,77
286,22,23.0,1011.1,-1.62,0.0,0.20000000000000284,2,0.3999999999999986,0.5,2.6000000000000005,83
287,23,22.7,1011.8,-2.04,0.0,0.20000000000000284,2,0.3000000000000007,0.6999999999999318,3.5,84
288,0,22.9,1012.2,-1.43,0.0,0.20000000000000284,1,0.2999999999999972,0.40000000000009095,2.8,100
289,1,22.6,1012.2,-0.91,0.4,0.3999999999999986,2,0.3999999999999986,0.2999999999999545,2.5,91
290,2,23.0,1012.1,-1.9,0.0,0.7000000000000028,4,0.6000000000000014,0.20000000000004547,2.9000000000000004,100
291,3,22.3,1011.8,0.457,4.6,1.3999999999999986,3,1.1000000000000014,0.7000000000000455,5.5,153
292,4,22.5,1011.3,0.196,1.0,0.1999999999999993,1,0.1999999999999993,0.5,4.8,145
293,5,22.1,1010.6,1.626,0.8,0.3999999999999986,1,0.5,0.6999999999999318,4.9,142
294,6,22.3,1010.2,1.671,0.0,0.1999999999999993,1,0.1999999999999993,0.3999999999999773,1.9,202
295,7,22.3,1010.1,1.356,0.2,0.1999999999999993,0,0.3000000000000007,0.2999999999999545,2.4000000000000004,174
296,8,22.5,1010.6,1.652,1.0,0.2999999999999972,0,0.3000000000000007,0.5,2.2,92
297,9,22.7,1010.9,10.39,7.0,0.20000000000000284,0,0.3000000000000007,0.3999999999999773,3.4,181
298,10,23.1,1011.4,118.3,7.8,0.5,1,0.4000000000000021,0.5,3.2,151
299,11,23.2,1012.4,298.5,6.6,0.5,1,0.6000000000000014,1.0,3.2,142
300,12,24.2,1012.7,1013.0,0.4,1.7999999999999972,4,1.3000000000000007,0.3000000000000682,2.9,172
301,13,22.6,1012.4,1094.0,0.0,2.1000000000000014,15,2.0,0.3000000000000682,4.1000000000000005,129
302,14,23.6,1012.1,755.1,0.8,2.1999999999999997,14,1.3999999999999986,0.2999999999999545,6.1000000000000005,109
303,15,23.7,1011.3,1387.0,0.0,2.0,12,1.6000000000000014,0.8000000000000682,3.4,116
304,16,22.8,1010.8,1468.0,0.6,2.5,15,2.5,0.5999999999999089,4.6,108
305,17,23.2,1010.1,515.8,5.2,4.0,19,1.099999999999998,0.6999999999999318,7.5,171
306,18,23.4,1009.7,1407.0,0.0,3.899999999999999,18,2.1000000000000014,0.3999999999999773,3.3999999999999995,88
307,19,23.6,1009.6,980.0,0.0,1.1999999999999993,4,1.2000000000000028,0.20000000000004547,3.3000000000000003,82
308,20,23.4,1010.2,420.7,0.0,1.1999999999999993,6,0.7000000000000028,0.6000000000000227,4.5,100
309,21,23.4,1010.4,42.96,0.0,0.3000000000000007,2,0.3000000000000007,0.2999999999999545,4.800000000000002,93
310,22,22.8,1011.6,-1.04,14.0,2.099999999999998,7,1.0,1.2000000000000457,4.5,100
311,23,22.3,1012.5,3.404,18.4,0.8000000000000007,1,0.6999999999999993,1.0,6.7,117
312,0,22.7,1012.9,3.037,1.6,0.8999999999999986,1,0.8000000000000007,0.5,3.6,139
313,1,22.2,1013.3,3.5,3.6,0.5,0,0.5,0.3999999999999773,4.8,135
314,2,22.3,1013.2,3.584,4.8,0.1999999999999993,0,0.1999999999999993,0.1999999999999318,4.1,155
315,3,22.6,1012.7,4.077,7.0,0.2999999999999972,1,0.3000000000000007,0.5,4.3,134
316,4,22.5,1012.2,4.9430000000000005,4.8,0.2999999999999972,1,0.3000000000000007,0.5,6.5,121
317,5,22.2,1011.8,6.224,8.6,0.1999999999999993,0,0.3000000000000007,0.40000000000009095,2.8,122
318,6,21.9,1011.0,7.174,5.6,0.3999999999999986,0,0.3999999999999986,0.7999999999999545,2.9,154
319,7,22.2,1010.6,7.49,1.0,0.3999999999999986,0,0.4000000000000021,0.3999999999999773,1.6,164
320,8,22.3,1011.0,6.472,0.0,0.20000000000000284,0,0.10000000000000142,0.3999999999999773,2.4,166
321,9,22.3,1011.8,7.516,0.4,0.10000000000000142,1,0.0,0.7999999999999545,2.3,156
322,10,22.5,1013.0,33.88,0.0,0.1999999999999993,0,0.1999999999999993,1.2000000000000457,3.2,152
323,11,22.2,1013.3,140.3,1.8,0.10000000000000142,1,0.3000000000000007,0.3999999999999773,4.1,160
324,12,22.8,1013.6,344.3,0.2,0.6999999999999993,0,0.6999999999999993,0.5,3.0,137
325,13,22.7,1013.4,874.7,0.2,1.7000000000000028,9,1.1000000000000014,0.20000000000004547,2.3000000000000003,144
326,14,22.2,1012.7,1313.0,0.0,1.7000000000000028,10,1.2999999999999972,0.6999999999999318,4.199999999999998,139
327,15,22.4,1012.0,1175.0,0.0,1.2999999999999972,6,0.9000000000000021,0.7000000000000455,5.000000000000001,115
328,16,22.4,1011.2,1678.0,0.0,1.7000000000000028,7,1.3000000000000007,0.7999999999999545,4.3,110
329,17,21.6,1010.5,1423.0,0.0,0.6999999999999993,7,1.3999999999999986,0.7000000000000455,5.000000000000001,122
330,18,22.1,1010.0,1632.0,0.0,1.099999999999998,7,1.1000000000000014,0.5,7.200000000000001,124
331,19,21.9,1010.3,1021.0,0.0,1.7000000000000028,7,1.5,0.2999999999999545,5.3,108
332,20,22.2,1010.8,332.9,0.0,1.1999999999999993,7,0.5,0.5,5.2,115
333,21,22.3,1011.2,33.74,0.0,0.6999999999999993,4,0.1999999999999993,0.5,4.4,123
334,22,22.2,1011.7,-3.35,0.0,0.6000000000000014,3,0.1999999999999993,0.5,3.2,130
335,23,22.1,1012.4,-3.4,0.0,0.5,2,0.3000000000000007,0.6999999999999318,3.3,138
336,0,21.8,1012.8,-2.59,0.0,0.2999999999999972,2,0.4000000000000021,0.3999999999999773,2.9,115
337,1,21.6,1012.8,-3.16,0.0,0.5999999999999979,4,0.6000000000000014,0.2999999999999545,3.6000000000000005,116
338,2,21.9,1012.4,-1.18,0.0,0.8999999999999986,4,0.5,0.3999999999999773,4.4,115
339,3,22.1,1012.2,-1.98,0.0,0.3000000000000007,1,0.3000000000000007,0.1999999999999318,3.5,120
340,4,21.5,1011.7,-0.94,0.0,0.3000000000000007,4,0.6000000000000014,0.5,4.2,133
341,5,21.6,1011.1,-1.79,0.0,0.3999999999999986,2,0.1999999999999993,0.6000000000000227,3.6,149
342,6,21.1,1010.8,-3.39,0.0,0.8000000000000007,1,0.5999999999999979,0.40000000000009095,3.5,135
343,7,20.8,1010.9,-3.52,0.0,1.1999999999999993,4,0.6999999999999993,0.10000000000002274,3.7,159
344,8,20.8,1010.9,-3.35,0.0,0.3000000000000007,2,0.4000000000000021,0.20000000000004547,2.7,155
345,9,21.0,1011.3,7.362999999999999,0.0,0.5999999999999979,2,0.3999999999999986,0.3999999999999773,2.8000000000000003,163
346,10,20.9,1011.8,296.6,0.0,0.8999999999999986,5,0.3999999999999986,0.5,1.5,170
347,11,21.1,1012.5,893.1,0.0,2.1000000000000014,9,0.6999999999999993,0.7000000000000455,3.1000000000000005,141
348,12,20.3,1012.8,1289.0,0.0,1.3999999999999986,10,1.099999999999998,0.2999999999999545,4.0,146
349,13,20.4,1012.6,1941.0,0.0,1.900000000000002,8,1.0,0.2999999999999545,4.8,132
350,14,20.6,1012.0,2319.0,0.0,2.1000000000000014,7,1.8000000000000007,0.6000000000000227,7.000000000000001,124
351,15,20.9,1011.5,2565.0,0.0,1.1999999999999993,8,1.6999999999999993,0.5,5.9,102
352,16,20.9,1010.8,2254.0,0.0,0.8000000000000007,5,1.1999999999999993,0.7000000000000455,5.3,106
353,17,20.6,1010.2,1998.0,0.0,0.7999999999999972,4,1.1999999999999993,0.5999999999999089,5.1000000000000005,106
354,18,20.7,1010.0,1717.0,0.0,1.0,6,1.7000000000000028,0.20000000000004547,5.3,105
355,19,21.7,1010.2,1273.0,0.0,0.8000000000000007,7,1.1999999999999993,0.3000000000000682,5.1000000000000005,114
356,20,21.9,1010.6,678.2,0.0,1.099999999999998,6,0.5999999999999979,0.5,4.2,110
357,21,22.4,1011.2,77.32,0.0,0.8999999999999986,6,0.5,0.6000000000000227,5.0,104
358,22,22.5,1011.7,-3.5,0.0,0.5,2,0.3000000000000007,0.5,4.2,104
359,23,23.0,1012.2,-3.52,0.0,0.5,3,0.6000000000000014,0.5,3.8,105
360,0,23.1,1012.7,-3.3,0.2,1.8999999999999984,8,0.8999999999999986,0.5,4.7,116
361,1,22.9,1013.0,-1.9,0.4,0.5999999999999979,3,0.4000000000000021,0.2999999999999545,4.1,138
362,2,22.8,1012.8,-3.13,0.8,0.6999999999999993,1,0.6000000000000014,0.3000000000000682,3.7,108
363,3,23.2,1012.5,-0.15,0.0,0.3999999999999986,2,0.5,0.3999999999999773,4.8,110
364,4,22.6,1011.9,-0.29,3.2,1.1999999999999993,2,0.8999999999999986,0.7000000000000455,7.2,144
365,5,22.9,1011.2,0.034,3.6,0.3000000000000007,1,0.3999999999999986,0.6999999999999318,4.5,123
366,6,22.7,1010.8,1.777,2.0,0.1999999999999993,0,0.1999999999999993,0.40000000000009095,6.699999999999998,133
367,7,22.7,1010.7,1.5490000000000002,0.0,0.09999999999999787,0,0.1999999999999993,0.09999999999990904,3.3,149
368,8,22.5,1011.1,0.805,0.0,0.3000000000000007,0,0.3000000000000007,0.5,2.4,152
369,9,22.0,1011.4,11.68,0.0,0.3000000000000007,2,0.6000000000000014,0.2999999999999545,2.8,160
370,10,21.7,1012.2,314.9,0.0,1.3000000000000007,8,0.5999999999999979,0.8000000000000682,2.2,158
371,11,21.3,1012.7,916.0,0.0,1.3000000000000007,9,0.8000000000000007,0.5,3.4,129
372,12,21.3,1013.1,1311.0,0.0,1.5,8,0.9000000000000021,0.3999999999999773,3.9,134
373,13,21.4,1012.9,1966.0,0.0,1.2999999999999972,6,1.3000000000000007,0.20000000000004547,4.6,132
374,14,20.8,1012.5,1419.0,0.0,2.200000000000003,9,1.1999999999999993,0.5,5.2,104
375,15,21.9,1011.8,1455.0,0.0,1.5,10,2.099999999999998,0.7000000000000455,4.7,123
376,16,22.3,1011.3,1018.0,0.6,2.9000000000000017,16,2.6999999999999997,0.5999999999999089,5.199999999999998,166
377,17,21.6,1010.3,1090.0,0.0,2.3000000000000007,12,1.1999999999999993,1.0,3.7,115
378,18,21.7,1009.9,962.9,0.0,1.6000000000000014,7,2.200000000000003,0.3999999999999773,5.0,122
379,19,21.6,1010.1,635.1,0.0,0.2999999999999972,4,0.8000000000000007,0.20000000000004547,4.2,131
380,20,21.9,1010.7,208.5,0.0,0.6999999999999993,4,0.5,0.6000000000000227,2.7,124
381,21,22.1,1011.5,30.83,0.0,0.5,4,0.3000000000000007,0.7999999999999545,2.5000000000000004,127
382,22,22.4,1012.1,-2.63,0.0,1.0,5,0.8999999999999986,0.6000000000000227,4.1,134
383,23,22.1,1012.6,-1.38,0.0,0.4000000000000021,3,0.5999999999999979,0.5,4.3,141
384,23,22.6,1012.6,-2.23,0.0,0.1999999999999993,2,0.3000000000000007,0.8000000000000682,0.8,130
385,0,22.3,1013.4,-1.26,0.0,0.5999999999999979,5,0.5,0.7999999999999545,2.4000000000000004,170
386,1,21.9,1013.3,-2.05,0.2,1.400000000000002,5,0.8000000000000007,0.2999999999999545,5.4,194
387,2,21.7,1013.4,-0.39,0.8,0.3999999999999986,1,0.4000000000000021,0.3999999999999773,3.6,130
388,3,21.7,1012.3,-1.27,0.8,0.20000000000000284,1,0.1999999999999993,1.1000000000000227,3.0,190
389,4,22.1,1011.9,-1.17,0.0,0.3000000000000007,1,0.4000000000000021,0.3999999999999773,2.0,183
390,5,22.0,1011.6,0.138,0.2,0.3999999999999986,0,0.3000000000000007,0.3999999999999773,3.2,132
391,6,21.9,1011.3,0.193,0.8,0.3000000000000007,1,0.1999999999999993,0.3000000000000682,2.6,125
392,7,22.0,1011.2,1.591,0.6,0.09999999999999787,0,0.20000000000000284,0.1999999999999318,3.2,135
393,8,21.8,1011.1,1.156,0.6,0.2999999999999972,0,0.1999999999999993,0.1999999999999318,3.6,162
394,9,21.9,1011.3,9.396,0.2,0.1999999999999993,0,0.1999999999999993,0.1999999999999318,1.0000000000000002,177
395,10,22.4,1011.9,118.7,0.0,0.6999999999999993,0,0.7000000000000028,0.6000000000000227,2.2,158
396,11,23.2,1012.5,369.2,0.0,1.099999999999998,2,0.8000000000000007,0.6000000000000227,1.2999999999999998,180
397,12,22.7,1012.8,1054.0,0.0,2.3000000000000007,14,1.1999999999999993,0.2999999999999545,2.4000000000000004,154
398,13,22.1,1012.6,1450.0,0.0,1.1999999999999993,7,1.3000000000000007,0.2999999999999545,3.9,160
399,14,21.7,1012.5,956.6,0.0,1.099999999999998,6,1.5,0.10000000000002274,4.199999999999998,151
400,15,21.5,1012.0,752.5,0.0,1.6999999999999993,6,1.6000000000000014,0.5,5.1,146
401,16,21.8,1011.6,1143.0,0.0,2.1999999999999997,9,1.1000000000000014,0.5,2.9,130
402,17,23.5,1010.9,796.6,1.8,4.300000000000002,23,2.1000000000000014,0.7000000000000455,6.3,184
403,18,22.4,1010.4,921.0,0.0,2.1000000000000014,15,1.7000000000000028,0.5,2.6,159
404,19,22.2,1010.5,767.2,0.0,1.3999999999999986,6,1.3000000000000007,0.10000000000002274,2.7,129
405,20,21.8,1010.9,548.1,0.0,1.1999999999999993,4,1.1000000000000014,0.3999999999999773,2.7,92
406,21,22.2,1011.1,53.08,0.0,1.400000000000002,8,0.5,0.3000000000000682,4.1,125
407,22,22.3,1011.8,-2.5,0.0,0.6999999999999993,4,0.3999999999999986,0.6999999999999318,2.4000000000000004,132
408,23,22.7,1012.1,-1.94,0.0,0.1999999999999993,2,0.3000000000000007,0.8000000000000682,2.9000000000000004,121
409,0,22.9,1013.2,0.209,0.0,0.09999999999999787,1,0.2999999999999972,0.6000000000000227,1.2,169
410,1,22.9,1013.5,-0.12,0.0,0.2999999999999972,1,0.09999999999999787,0.2999999999999545,1.1,144
411,2,22.9,1013.4,-0.35,0.0,0.3000000000000007,2,0.1999999999999993,0.20000000000004547,0.6,185
412,3,22.9,1012.9,-2.03,0.0,0.3999999999999986,1,0.1999999999999993,0.5,1.0000000000000002,177
413,4,22.7,1012.4,-1.45,0.0,0.3000000000000007,0,0.3000000000000007,0.6000000000000227,2.0,174
414,5,22.6,1011.8,-1.31,0.0,0.3000000000000007,1,0.3000000000000007,0.6000000000000227,0.9000000000000001,177
415,6,22.7,1011.5,-1.26,0.0,0.3000000000000007,1,0.1999999999999993,0.2999999999999545,1.5,168
416,7,22.5,1011.4,0.179,0.0,0.1999999999999993,0,0.1999999999999993,0.10000000000002274,2.5,171
417,8,22.2,1011.5,-0.59,0.0,0.4000000000000021,0,0.3000000000000007,0.20000000000004547,1.9,174
418,9,22.3,1012.1,5.6960000000000015,0.0,0.1999999999999993,0,0.1999999999999993,0.6000000000000227,1.8,179
419,10,23.1,1012.7,230.6,0.0,1.1999999999999993,2,0.8999999999999986,0.6000000000000227,1.8,190
420,11,22.6,1013.4,417.5,0.0,1.0,6,0.7999999999999972,0.6999999999999318,2.7,164
421,12,23.1,1013.9,602.6,0.2,0.3999999999999986,4,0.8000000000000007,0.5,3.3000000000000003,176
422,13,23.4,1013.6,1358.0,0.0,3.6999999999999993,16,1.7000000000000028,0.3999999999999773,3.3000000000000003,131
423,14,23.4,1013.1,1470.0,0.0,2.3999999999999986,12,1.3999999999999986,0.5,3.6,148
424,15,21.4,1012.3,1866.0,0.0,1.1000000000000014,11,2.6000000000000014,0.8000000000000682,3.8,123
425,16,21.6,1011.4,2235.0,0.0,0.8000000000000007,6,1.6999999999999993,0.8999999999999773,3.8,111
426,17,22.0,1010.6,2003.0,0.0,1.0,6,1.6999999999999993,0.7999999999999545,5.1000000000000005,99
427,18,22.2,1010.3,1683.0,0.0,0.8000000000000007,5,1.099999999999998,0.3999999999999773,5.0,91
428,19,22.6,1010.2,1274.0,0.0,1.3999999999999986,7,0.8000000000000007,0.09999999999990904,4.1,95
429,20,22.6,1010.5,630.8,0.0,1.3000000000000007,8,1.1000000000000014,0.3999999999999773,3.8,106
430,21,22.9,1010.8,79.42,0.0,1.3000000000000007,7,0.3999999999999986,0.2999999999999545,3.7,102
431,22,23.0,1011.3,-3.34,0.0,0.4000000000000021,2,0.3000000000000007,0.5,3.3000000000000003,120
432,11,21.7,1013.1,881.7,0.0,1.5,11,1.0,0.6000000000000227,2.9000000000000004,174
433,0,22.5,1012.7,-3.3,0.0,0.7999999999999972,2,0.3999999999999986,0.6000000000000227,3.6000000000000005,120
434,1,22.5,1012.8,-3.52,0.0,0.8000000000000007,5,0.4000000000000021,0.1999999999999318,2.3000000000000003,126
435,2,23.0,1012.8,-1.78,0.0,0.2999999999999972,2,0.5,0.1999999999999318,1.4,221
436,3,22.8,1012.4,-1.43,0.0,0.3000000000000007,0,0.4000000000000021,0.3999999999999773,1.1,185
437,4,23.2,1011.8,-2.09,0.0,0.5999999999999979,1,0.6000000000000014,0.6000000000000227,4.7,150
438,5,22.7,1011.2,-2.36,0.0,0.6999999999999993,5,0.5,0.5999999999999089,2.0,139
439,6,22.4,1011.1,-2.67,0.0,1.1000000000000014,4,0.3999999999999986,0.10000000000002274,2.9000000000000004,176
440,7,22.7,1011.4,-0.33,0.8,0.20000000000000284,2,0.4000000000000021,0.3999999999999773,2.1,189
441,8,22.3,1011.6,-1.89,0.0,0.5,1,0.3999999999999986,0.20000000000004547,2.3,173
442,9,21.9,1011.9,5.424,0.2,0.4000000000000021,0,0.5,0.2999999999999545,3.3,173
443,10,22.1,1012.5,270.2,0.0,1.599999999999998,7,0.5,0.6000000000000227,2.2,157
444,12,22.4,1013.4,1334.0,0.0,1.6999999999999993,6,1.3000000000000007,0.2999999999999545,5.0,169
445,13,21.9,1013.2,1794.0,0.0,1.7000000000000028,9,1.5,0.1999999999999318,4.799999999999999,178
446,14,21.0,1012.9,1925.0,0.0,1.8000000000000007,8,2.5,0.3000000000000682,5.199999999999998,145
447,15,20.2,1012.1,2092.0,0.0,1.6999999999999993,8,1.8999999999999984,0.7999999999999545,4.6,139
448,16,21.6,1011.4,1819.0,0.0,2.1000000000000014,9,2.1999999999999997,0.7000000000000455,3.9,114
449,17,22.1,1010.9,1737.0,0.0,2.1000000000000014,9,1.8000000000000007,0.5,3.7,93
450,18,22.1,1010.3,1728.0,0.0,0.8000000000000007,4,1.3000000000000007,0.6000000000000227,3.5,73
451,19,21.9,1010.2,1321.0,0.0,1.5,5,1.1000000000000014,0.1999999999999318,2.5,83
452,20,22.0,1010.2,699.4,0.0,0.9000000000000021,5,0.7999999999999972,0.10000000000002274,4.1000000000000005,82
453,21,22.5,1010.7,83.09,0.0,2.1999999999999997,10,0.6000000000000014,0.5,3.4,83
454,22,22.4,1011.2,-3.54,0.0,0.7999999999999972,3,0.3000000000000007,0.5,2.3,102
455,23,22.5,1011.7,-3.54,0.0,0.9000000000000021,5,0.1999999999999993,0.5,2.5,197
456,11,19.4,1013.5,906.8,0.0,1.5,11,1.0,0.7000000000000455,4.4,152
457,0,22.7,1012.0,-3.48,0.0,0.5999999999999979,3,0.6000000000000014,0.3999999999999773,1.3,167
458,1,22.7,1012.5,-3.14,0.0,0.5,2,0.3999999999999986,0.5,1.0,172
459,2,22.6,1012.5,-2.7,0.0,0.3000000000000007,1,0.3000000000000007,0.20000000000004547,0.9,184
460,3,22.8,1012.3,-2.09,0.0,0.3999999999999986,1,0.3000000000000007,0.20000000000004547,0.7,192
461,4,22.6,1012.0,-1.6,0.0,0.6999999999999993,3,0.6999999999999993,0.3999999999999773,1.9,170
462,5,23.0,1011.5,-1.68,0.0,0.3000000000000007,1,0.5,0.5,0.8999999999999999,189
463,6,22.6,1011.3,-0.86,0.0,0.6999999999999993,1,0.6000000000000014,0.20000000000004547,2.1,159
464,7,22.2,1011.4,-2.33,0.0,0.5999999999999979,1,0.5,0.10000000000002274,1.0,170
465,8,22.1,1011.7,-2.14,0.0,0.3000000000000007,1,0.3000000000000007,0.3000000000000682,1.2,201
466,9,21.7,1012.3,5.441,0.0,0.5,1,0.5,0.5999999999999089,0.8,189
467,10,20.3,1012.8,255.9,0.0,1.5,15,1.8000000000000007,0.5999999999999089,3.1,162
468,12,20.8,1013.5,1291.0,0.0,1.6999999999999993,4,1.400000000000002,0.20000000000004547,4.8,162
469,13,19.5,1013.4,1890.0,0.0,1.1000000000000014,8,1.3000000000000007,0.10000000000002274,5.9,149
470,14,19.5,1012.8,2105.0,0.0,1.1999999999999993,5,1.3999999999999986,0.6000000000000227,4.4,152
471,15,20.2,1012.2,2099.0,0.0,1.5,5,1.5,0.5999999999999089,4.799999999999999,140
472,16,19.1,1011.5,1982.0,0.0,1.1000000000000014,5,1.6999999999999993,0.7000000000000455,5.6000000000000005,125
473,17,20.1,1010.9,1690.0,0.0,1.3999999999999986,8,2.0,0.6000000000000227,5.0,104
474,18,20.9,1011.0,1699.0,0.0,1.5,9,1.400000000000002,0.10000000000002274,5.5,95
475,19,21.6,1011.3,1327.0,0.0,0.8000000000000007,6,1.0,0.2999999999999545,6.4,103
476,20,21.8,1011.6,702.8,0.0,1.099999999999998,6,0.5,0.3000000000000682,4.999999999999999,105
477,21,22.2,1012.0,84.25,0.0,0.9000000000000021,6,0.5,0.3999999999999773,4.6,102
478,22,22.4,1012.2,-3.54,0.0,0.3999999999999986,3,0.3999999999999986,0.3999999999999773,3.4000000000000004,100
479,23,22.6,1012.7,-3.54,0.0,0.3000000000000007,2,0.3000000000000007,0.5,2.6,104
480,21,22.5,1012.2,83.59,0.0,1.2999999999999972,8,0.5,0.10000000000002274,4.0,114
481,0,23.0,1013.1,-3.52,0.0,0.5,4,0.5,0.5,3.6000000000000005,125
482,1,22.8,1013.4,-3.29,0.0,0.3999999999999986,2,0.1999999999999993,0.2999999999999545,2.2,116
483,2,22.6,1013.6,-3.39,0.0,0.5,3,0.4000000000000021,0.3000000000000682,3.1,112
484,3,21.7,1013.4,-2.49,0.0,0.3000000000000007,5,1.0,0.20000000000004547,4.199999999999998,115
485,4,21.2,1013.1,-3.52,0.0,0.7000000000000028,2,0.5999999999999979,0.2999999999999545,4.199999999999998,124
486,5,20.9,1012.7,-3.52,0.0,0.6999999999999993,2,0.3999999999999986,0.3999999999999773,4.6,138
487,6,20.5,1012.5,-3.52,0.0,1.0,5,0.6999999999999993,0.20000000000004547,4.4,162
488,7,20.6,1012.7,-3.54,0.0,1.1999999999999993,6,0.1999999999999993,0.2999999999999545,2.6,172
489,8,19.1,1013.1,-3.54,0.0,0.3999999999999986,6,1.3999999999999986,0.3999999999999773,4.1,151
490,9,18.4,1013.6,2.47,0.0,0.5999999999999979,2,0.6999999999999993,0.5,3.9,166
491,10,18.3,1014.0,255.6,0.0,1.099999999999998,6,0.3000000000000007,0.3999999999999773,4.7,164
492,22,22.8,1012.5,-3.54,0.0,0.5999999999999979,3,0.3000000000000007,0.2999999999999545,3.9,112
493,23,23.0,1013.2,-3.54,0.0,0.3000000000000007,2,0.3000000000000007,0.7000000000000455,2.6,119
494,11,17.9,1014.5,914.4,0.0,2.1000000000000014,10,0.8000000000000007,0.6000000000000227,4.800000000000002,171
495,12,17.3,1014.5,1297.0,0.0,2.0,10,1.3000000000000007,0.20000000000004547,4.300000000000002,156
496,13,18.0,1014.4,1906.0,0.0,1.5,5,1.6000000000000014,0.20000000000004547,4.5,160
497,14,19.1,1014.0,2145.0,0.0,1.5,5,1.1999999999999993,0.3999999999999773,6.699999999999998,142
498,15,19.5,1013.1,2293.0,0.0,1.3999999999999986,5,1.3999999999999986,0.8999999999999773,7.3,142
499,16,19.0,1012.3,2067.0,0.0,0.9000000000000021,4,1.5,0.900000000000091,6.4,142
500,17,20.6,1011.6,1946.0,0.0,1.1000000000000014,6,1.2999999999999972,0.6999999999999318,6.699999999999998,104
501,18,21.7,1011.5,1600.0,0.0,1.099999999999998,5,1.1999999999999993,0.20000000000004547,5.0,104
502,19,21.7,1011.8,1303.0,0.0,0.9000000000000021,5,0.8999999999999986,0.2999999999999545,4.1,109
