,i,j,rmse,r2
0,30.0,30.0,1073.739345193158,-18.03584019594507
1,30.0,60.0,1018.5794559798965,-13.32029926741525
2,60.0,30.0,1067.0223620601573,-17.87174008279726
3,60.0,60.0,1017.5405550505433,-12.903377124676929
