,r2_temp_inst,rmse_temp_inst,r2_umid_inst,rmse_umid_inst,r2_pto_orvalho_inst,rmse_pto_orvalho,r2_hour,rmse_hour,r2_pressure,rmse_pressure,r2_wind_guest,rmse_wind_guest,r2_radiation,rmse_radiation,r2_precipitation,rmse_precipitation,r2_diff_temp,rmse_diff_temp,r2_diff_umid,rmse_diff_umid,r2_diff_dew,rmse_diff_dew,r2_diff_pressure,rmse_diff_pressure
0,-5.244594599219292,-5.758687613210725,-5.842433676061185,-6.056833984021731,-5.55034090787139,-5.4827839413550405,-5.01431660329996,-5.286465602776668,-4.618007524596097,-5.310658541815153,-4.849228349562444,-4.861883839802742,82.99321156646714,79.31018356024023,81.43358285711923,79.60444966550978,79.85612829885625,83.04431107310072,79.32860666137061,81.5286236886957,75.69930009736291,79.5653144765432,78.8841761979429,81.72738460457445
1,-1.2240816916550328,-1.2849082924270063,-1.341008248174853,-1.0834612959907228,-1.29295447059675,-1.1891677462663504,-0.9394633523591642,-1.0801707335578725,-1.064761815313839,-1.1775406071759447,-0.9280256161272236,-1.1148095433379637,49.8333060170863,47.91593218032848,48.917041240466226,46.015112576086054,46.97183957383685,47.74149727530792,43.97502792122765,46.36686397645875,46.31999164346937,47.37775847681104,42.526098200702364,46.85953576965231
2,-0.1616730917496212,-0.15306147515103197,-0.1584233679202669,-0.06334132969520412,-0.18267188529006373,-0.18278007743568003,-0.13335875325874147,-0.06644044991455189,-0.12571924378149446,-0.23287241574031747,-0.05527117267431847,-0.14475285924234305,33.20131461324005,34.44123018002388,33.65483048161306,31.16853345264965,35.018593187271115,36.01519329738032,35.423675611550735,32.50741246928154,33.367377373606516,36.87553402775008,32.991878697749165,33.88312540640629
3,-0.03050702786287962,-0.0008718039788695453,-0.0025949506291866875,0.0006233725389361844,-0.008888367003378361,-0.014365903477464581,-0.006158453797208585,-0.0011197407231735568,-0.00640366146854765,-0.0047034593847199435,-0.001837169017269158,-0.0012494488648913116,34.13494345719266,30.959536778601407,31.27657206385093,31.820144443676952,32.497273160820505,31.606570805589175,30.789212204490454,31.766238383289668,31.834036042014848,30.844859195743776,31.287237408464986,32.757883829729515
4,-0.006555452800388606,0.0011386759061398077,-0.01147742240581362,-0.023034544771119547,-0.024669551042526328,-0.0013032635046728025,-0.0018883440183716793,-0.0010639106546384003,-0.013297960445287638,-0.0012200288084276423,-0.0019301651820460286,-3.21671087069042e-05,33.115858543301115,31.71200136674975,33.62099446047073,30.641574172781798,32.71668341926739,33.53340304431312,32.569502956365746,31.935131136779347,32.86625381116331,32.27068042374093,30.990253422560254,31.38629168129102
5,-0.0016590385588932666,0.03504240954083282,-0.0030348073864250313,0.007856035406822559,-0.0068050288690642,-0.0017325062386042145,-0.0011116315648649344,0.00037017680788686835,-0.022986078652175834,-0.0017434968630225534,-0.0029780998451918173,-0.003551916763511853,32.23147324453862,31.136006037970446,33.763489027311415,31.65641953174335,31.15432544423078,30.780440947283967,33.0803555707358,32.14233864854819,31.106110136239643,32.37176639453352,31.65248931978723,31.941911703409573
6,-0.00014355594506598734,0.011632316902878803,-0.0002569881736893542,-0.0038847891200743945,-0.0005247459406312327,-0.00872655268679301,0.00015140649111344828,-0.005115868961600878,-0.00164553051770433,-0.0032467895781538303,-0.019845044771074294,-0.009899246803049877,32.450750307037325,30.647930629657708,32.03370415391399,30.254645511085943,31.52252505197922,31.365216687171532,31.702052738895073,31.777917222399374,31.960316359834028,31.434602316009958,32.21100117636338,31.549828122650915
7,-0.00024334848443552382,0.12773981597997897,-0.00900762758502105,-0.022146910421748434,-2.2365449637407053e-05,-0.013751285901331123,-0.009016083873267577,-0.0010803259547220723,-0.020838138576812826,-0.007052729501889843,-0.019000179045007393,-0.0010542992901185766,31.823668056337766,32.09596250904003,32.012786461483394,31.831950859267586,32.16326193790731,30.741912648998014,32.567142076043396,33.4701176698043,32.01008173169242,32.61445472124356,32.172573410557256,32.44107269118778
8,-0.000764224007372416,0.14679835393212093,-0.0002099148703369469,0.0066866539435110894,-0.0007471265812188932,-0.00311745145171205,0.027110431369065435,-0.008569800195569854,-0.021618892022252867,-0.0064874163611656765,-0.0034002085637978574,-0.004207400161353236,31.557714490349312,27.777595027075407,32.70103081297714,30.781538649073422,31.03476547810757,31.754946897238057,31.757302021565643,31.656415576576837,30.42033473576405,32.6364024848356,32.29730294292284,30.003721281487305
9,-0.019789664865075496,0.0959667951394948,-0.0071369500012186116,0.013343375844780736,-0.0037011504233999126,-0.006615701487669545,-0.008542453535247407,0.0010843131115676474,-0.003142363742731691,-0.010046719225032863,-0.012194414668074804,-0.011722904074188634,32.41975835557845,30.217878250782572,31.57609782972581,31.695834324851784,31.517139254824375,32.2194272611661,33.560791981913724,31.96874703166663,31.711130673995633,32.69344071647684,32.682230082784976,30.627752740384086
10,-6.36398302051866e-05,0.15355774709162084,-0.01012384455084181,-0.0001360131919851959,-0.002875563660672764,-0.021973828159818742,0.002194767067350778,-0.003575776219348459,-0.0008577142275070226,-0.006926870180645084,-0.009084962262801977,-0.0067300545492341435,32.73236677026834,29.444940181412615,30.37641489783293,32.07068936082718,33.21976630613974,33.72633493330038,32.01742018831989,30.61781119700333,32.67646935336195,33.28158841722425,32.570691472061036,32.11136424944962
11,-0.030340022956329538,-0.0019871509561342204,-0.006779844202534413,0.009558116820173601,-8.253836173643947e-06,-0.0058504763529576564,0.017877770642487856,-0.01322495397603296,-0.009256552085398217,-0.005751884002677565,-0.00486560248823209,-0.0027932432416948316,31.945826024359256,32.03931115626192,31.485304746539335,32.466750455873644,32.54783245935019,31.194773184940573,31.237422779772665,32.878318560073865,31.183733046858578,32.68653989251893,30.829865214623243,33.040029989999674
12,-0.0069432355348444386,0.16999750632954624,-0.0020957853356058376,0.010012245869442049,-0.0023680032599315837,-0.002389791897423832,0.021676968821193965,0.004827647959941395,-0.0018778004590340736,-0.006954002070102661,-0.006477927719330978,-0.004625418232570677,31.956094240553423,28.44337000206816,32.01437103691674,31.55575953182672,31.225967651569814,31.744875432871076,33.74847207716426,32.19910091591934,31.986192388133865,32.32923672550936,32.417922827701574,32.492068583197266
