,hora,temp_inst,umid_inst,pto_orvalho_inst,pressao,vento_rajada,radiacao,precipitacao,diff_temp,diff_umid,diff_dew,diff_pressure,diff_wind,vento_vel
637,11,26.9,74,21.9,1012.7,6.0,870.7,0.0,1.6999999999999993,6,0.5999999999999979,0.6000000000000227,3.1,162
638,12,27.6,70,21.8,1013.1,7.8,1117.0,0.0,1.1999999999999993,5,0.6999999999999993,0.5,5.1,172
639,13,29.0,64,21.4,1013.0,7.9,1670.0,0.0,1.5,8,1.3000000000000007,0.2999999999999545,4.6000000000000005,147
640,14,28.9,60,20.4,1012.7,8.9,1487.0,0.0,1.6000000000000014,7,1.8000000000000007,0.3999999999999773,5.4,140
641,15,29.5,60,21.0,1011.9,9.4,1094.0,0.0,1.599999999999998,6,1.1000000000000014,0.8000000000000682,5.5,109
642,16,30.3,57,20.9,1011.1,12.1,2321.0,0.0,1.6999999999999993,5,1.3999999999999986,0.8999999999999773,7.6,107
643,17,30.0,58,20.8,1010.6,11.0,2087.0,0.0,0.8000000000000007,4,1.1999999999999993,0.6000000000000227,6.6,113
644,18,29.4,58,20.4,1010.1,10.2,1713.0,0.0,0.9000000000000021,5,1.6000000000000014,0.5,5.4,100
645,19,28.7,63,20.9,1010.1,10.2,1333.0,0.0,0.8000000000000007,6,1.0,0.10000000000002274,5.699999999999998,109
646,20,28.1,67,21.3,1010.3,8.6,705.3,0.0,0.6999999999999993,5,0.8000000000000007,0.1999999999999318,5.699999999999998,109
647,22,26.6,77,22.3,1011.0,7.2,-3.54,0.0,0.3999999999999986,3,0.5,0.3999999999999773,4.800000000000002,107
648,1,27.0,77,22.6,1011.7,6.5,-3.03,0.0,0.3000000000000007,2,0.3000000000000007,0.1999999999999318,4.3,110
649,0,26.9,78,22.8,1011.8,5.5,-2.67,0.0,0.5999999999999979,3,0.3999999999999986,0.5,2.9,102
650,23,26.3,78,22.1,1011.2,4.9,-3.54,0.0,0.1999999999999993,1,0.1999999999999993,0.7000000000000455,3.2,119
651,22,26.5,77,22.3,1010.5,5.9,-3.54,0.0,0.5,6,0.9000000000000021,0.3999999999999773,4.1000000000000005,103
652,21,27.0,71,21.4,1010.1,7.0,93.57,0.0,1.1000000000000014,7,0.8999999999999986,0.3999999999999773,4.3,102
653,20,28.0,64,20.6,1009.7,7.0,721.8,0.0,1.5,8,0.8000000000000007,0.40000000000009095,3.9,109
654,19,29.5,57,20.0,1009.3,7.8,1335.0,0.0,1.1999999999999993,8,1.6000000000000014,0.3999999999999773,4.699999999999998,100
655,18,30.3,53,19.6,1008.9,9.0,1742.0,0.0,1.1999999999999993,6,1.3000000000000007,0.5,5.6,100
656,17,31.2,50,19.6,1009.4,8.1,1924.0,0.0,1.3999999999999986,9,2.8000000000000007,0.6000000000000227,4.699999999999998,101
657,16,30.6,46,17.8,1010.0,9.4,1473.0,0.0,1.5,8,2.3000000000000007,0.6000000000000227,6.300000000000002,152
658,15,31.0,46,18.1,1010.6,10.7,2261.0,0.0,1.0,5,1.8000000000000007,0.8999999999999773,7.199999999999998,133
659,14,30.3,48,18.1,1011.5,10.7,2152.0,0.0,1.099999999999998,6,1.6999999999999993,0.5,6.1,133
660,13,29.5,49,17.8,1012.0,10.0,1895.0,0.0,1.6999999999999993,9,1.3999999999999986,0.20000000000004547,7.0,151
661,12,28.0,56,18.5,1012.1,9.1,1272.0,0.0,1.8000000000000007,10,1.5,0.3000000000000682,5.199999999999998,166
662,11,26.4,66,19.5,1011.9,9.6,904.5,0.0,1.3999999999999986,6,0.6000000000000014,0.6000000000000227,6.4,164
663,10,25.3,71,19.6,1011.3,6.3,297.7,0.0,1.400000000000002,5,0.5,0.5,3.5,158
664,9,24.0,75,19.3,1010.8,5.4,2.031,0.0,0.5,4,1.0,0.1999999999999318,3.2,164
665,8,24.3,78,20.3,1010.6,5.4,-3.54,0.0,0.5999999999999979,1,0.5999999999999979,0.20000000000004547,3.4000000000000004,144
666,7,24.9,78,20.8,1010.4,6.8,-3.53,0.0,0.8000000000000007,4,0.1999999999999993,0.10000000000002274,4.699999999999998,161
667,6,25.7,74,20.7,1010.4,7.6,-3.28,0.0,0.5,4,0.4000000000000021,0.20000000000004547,5.4,144
668,5,26.1,72,20.7,1010.6,9.0,-3.23,0.0,0.3999999999999986,7,1.5,0.1999999999999318,7.0,133
669,4,26.4,77,22.0,1010.8,7.8,-2.98,0.0,0.6999999999999993,3,0.5,0.40000000000009095,4.0,125
670,3,26.8,77,22.4,1011.2,7.6,-1.68,0.0,0.4000000000000021,2,0.3000000000000007,0.3999999999999773,4.9,115
671,2,27.0,77,22.5,1011.6,7.4,-2.15,0.0,0.20000000000000284,2,0.3999999999999986,0.10000000000002274,5.6000000000000005,117
672,23,25.2,81,21.7,1010.8,4.5,-2.57,0.0,0.3000000000000007,1,0.3999999999999986,0.6999999999999318,2.7,169
673,22,25.2,80,21.5,1010.1,8.7,-2.77,0.0,0.5,3,0.3000000000000007,0.3999999999999773,7.1,158
674,21,24.8,81,21.4,1009.8,10.0,35.34,0.0,2.8000000000000007,10,0.7000000000000028,1.0,6.3,123
675,20,27.6,71,21.8,1008.8,9.8,313.3,0.0,1.099999999999998,11,1.6000000000000014,0.6000000000000227,6.000000000000001,117
676,19,28.7,60,20.3,1008.3,10.2,1286.0,0.0,1.900000000000002,10,1.400000000000002,0.3999999999999773,6.4,103
677,18,30.4,51,19.0,1007.9,11.2,1641.0,0.0,1.3999999999999986,5,1.3999999999999986,0.3000000000000682,6.4,117
678,17,31.0,50,19.4,1008.1,8.6,1267.0,0.0,2.1000000000000014,9,1.3999999999999986,0.7999999999999545,4.6,129
679,16,31.1,50,19.5,1008.9,11.4,2167.0,0.0,1.1000000000000014,5,1.2000000000000028,0.8999999999999773,7.800000000000002,117
680,15,31.0,49,19.2,1009.9,12.3,2402.0,0.0,2.0,7,1.599999999999998,1.1000000000000227,7.6,115
681,14,29.0,55,19.2,1010.8,9.9,2032.0,0.0,2.3000000000000007,8,1.599999999999998,0.900000000000091,6.300000000000002,152
682,13,28.9,60,20.4,1011.6,9.5,1584.0,0.0,1.8000000000000007,7,1.2999999999999972,0.10000000000002274,6.7,136
683,12,27.8,63,20.1,1011.7,9.2,1277.0,0.0,1.7999999999999972,5,1.3000000000000007,0.5,5.6,149
684,11,26.1,66,19.3,1011.2,7.5,918.7,0.0,1.8999999999999984,7,0.6000000000000014,0.7000000000000455,4.5,160
685,10,24.3,73,19.1,1010.5,5.8,235.3,0.0,1.3000000000000007,6,0.3000000000000007,0.7000000000000455,3.3,165
686,9,23.1,79,19.2,1009.8,5.4,0.901,0.0,0.2999999999999972,3,0.6000000000000014,0.10000000000002274,2.4000000000000004,166
687,8,23.3,81,19.8,1009.8,5.0,-3.54,0.0,0.3000000000000007,4,1.099999999999998,0.2999999999999545,2.6,170
688,7,23.5,85,20.9,1009.6,3.4,-3.54,0.0,0.3000000000000007,1,0.5,0.20000000000004547,1.9,172
689,6,23.8,86,21.3,1009.7,3.8,-3.54,0.0,0.5,1,0.4000000000000021,0.2999999999999545,2.2,175
690,5,24.2,86,21.6,1010.0,3.4,-3.54,0.0,0.8000000000000007,4,0.3000000000000007,0.6000000000000227,2.0,171
691,4,25.0,82,21.7,1010.6,4.4,-3.54,0.0,0.8000000000000007,2,0.4000000000000021,0.6999999999999318,3.2,170
692,3,25.8,80,22.0,1011.3,5.2,-3.54,0.0,0.1999999999999993,1,0.20000000000000284,0.5,3.3000000000000003,143
693,2,25.9,79,22.0,1011.8,4.9,-3.54,0.0,0.3999999999999986,2,0.5,0.20000000000004547,2.8000000000000003,117
694,1,26.1,81,22.5,1012.0,5.0,-3.54,0.0,0.3999999999999986,1,0.3000000000000007,0.2999999999999545,3.2,116
695,0,26.1,81,22.6,1011.7,5.0,-3.54,0.0,0.3999999999999986,3,0.5,0.5,3.3,121
696,15,30.6,54,20.2,1009.9,9.2,1911.0,0.0,1.5,7,1.5,0.8000000000000682,4.799999999999999,126
697,21,26.9,76,22.4,1009.0,10.2,53.86,0.0,0.7000000000000028,4,0.3999999999999986,0.6000000000000227,5.499999999999999,112
698,20,27.6,73,22.3,1008.5,9.9,579.2,0.0,1.2999999999999972,10,1.3000000000000007,0.3999999999999773,5.4,110
699,19,28.7,63,21.0,1008.2,9.2,1270.0,0.0,1.3999999999999986,7,0.8000000000000007,0.3000000000000682,5.499999999999999,106
700,14,29.5,56,19.8,1010.7,9.6,2124.0,0.0,1.3000000000000007,6,1.1000000000000014,0.6999999999999318,5.6,130
701,22,26.5,78,22.3,1009.7,10.3,-2.14,0.0,0.3999999999999986,3,0.3999999999999986,0.7000000000000455,6.200000000000001,112
702,18,29.7,58,20.5,1008.1,10.3,1699.0,0.0,1.1000000000000014,5,0.8000000000000007,0.20000000000004547,5.9,108
703,17,30.6,56,20.9,1008.2,12.0,1933.0,0.0,1.2000000000000028,6,1.3000000000000007,0.5999999999999089,9.0,132
704,0,25.1,81,21.6,1011.2,3.9,-2.16,0.0,0.09999999999999787,0,0.09999999999999787,0.40000000000009095,2.5,164
705,1,24.8,82,21.5,1011.2,3.3,-2.84,0.0,0.3999999999999986,1,0.1999999999999993,0.09999999999990904,2.2,171
706,2,24.2,84,21.3,1011.3,2.8,-3.54,0.0,0.6000000000000014,2,0.1999999999999993,0.09999999999990904,1.6,176
707,3,23.5,87,21.3,1010.9,2.8,-3.54,0.0,0.6999999999999993,3,0.3000000000000007,0.3999999999999773,1.6999999999999995,179
708,4,23.1,89,21.1,1010.4,2.4,-3.54,0.0,0.7000000000000028,2,0.3999999999999986,0.5,1.2,178
709,5,23.4,84,20.5,1009.8,4.9,-3.54,0.0,0.7000000000000028,5,0.8999999999999986,0.6000000000000227,2.9000000000000004,161
710,6,22.9,79,19.1,1009.6,7.4,-3.54,0.0,0.5,5,1.3999999999999986,0.2999999999999545,5.1000000000000005,157
711,7,22.5,78,18.5,1009.7,7.4,-3.54,0.0,0.5,1,0.6000000000000014,0.10000000000002274,5.6000000000000005,161
712,8,22.0,79,18.2,1010.0,5.4,-3.54,0.0,0.5,1,0.5,0.2999999999999545,3.4000000000000004,168
713,9,21.6,82,18.4,1010.2,5.0,1.125,0.0,0.5,3,0.3999999999999986,0.20000000000004547,3.1,174
714,10,23.4,77,19.1,1010.7,7.5,238.1,0.0,1.7999999999999972,6,0.9000000000000021,0.5,5.4,191
715,11,25.4,67,18.8,1011.2,7.5,925.5,0.0,2.1000000000000014,10,0.7999999999999972,0.5999999999999089,4.1,181
716,12,27.5,60,19.1,1011.3,9.5,1296.0,0.0,2.200000000000003,8,1.0,0.1999999999999318,6.5,163
717,13,28.7,59,19.8,1011.3,9.6,1917.0,0.0,1.6999999999999993,4,1.8000000000000007,0.09999999999990904,5.9,137
718,16,30.6,55,20.6,1008.8,10.3,2240.0,0.0,1.1999999999999993,7,2.1000000000000014,1.1000000000000227,6.800000000000002,115
719,23,26.2,80,22.5,1010.3,9.6,-0.75,0.0,0.5,4,0.5,0.6999999999999318,6.1,112
720,20,27.4,68,20.8,1008.6,8.9,672.0,0.0,1.2000000000000028,6,0.6000000000000014,0.40000000000009095,5.800000000000002,110
721,0,25.5,83,22.4,1010.8,10.4,-1.23,0.0,0.8000000000000007,4,0.3000000000000007,0.5,6.0,103
722,1,24.8,87,22.4,1011.1,11.6,-2.78,0.0,0.6999999999999993,5,0.5,0.3000000000000682,8.6,103
723,12,27.0,72,21.6,1011.4,9.0,933.5,0.0,0.8000000000000007,3,0.8999999999999986,0.3999999999999773,6.2,149
724,13,28.8,63,21.0,1011.3,9.0,1346.0,0.0,1.8000000000000007,10,1.900000000000002,0.40000000000009095,4.9,121
725,14,28.9,61,20.5,1010.9,9.9,1844.0,0.0,1.1999999999999993,6,1.2999999999999972,0.5,5.7,125
726,15,29.6,56,20.0,1010.2,11.2,2200.0,0.0,1.5,7,1.7000000000000028,0.7999999999999545,6.299999999999999,126
727,16,30.0,50,18.4,1009.2,12.5,2271.0,0.0,1.099999999999998,8,2.3000000000000007,1.0,8.0,129
728,17,29.7,56,20.1,1008.6,12.5,2028.0,0.0,0.8999999999999986,8,2.1999999999999997,0.6000000000000227,8.3,113
729,18,29.2,61,21.0,1008.3,10.3,1764.0,0.0,0.8000000000000007,7,1.3999999999999986,0.40000000000009095,6.300000000000002,107
730,19,28.6,64,21.0,1008.3,9.3,1254.0,0.0,0.8000000000000007,4,0.6999999999999993,0.10000000000002274,5.500000000000001,102
731,21,26.4,73,21.3,1008.9,7.8,55.0,0.0,0.9000000000000021,6,0.5,0.2999999999999545,5.4,112
732,22,26.4,70,20.4,1009.5,5.7,-3.23,0.0,0.3000000000000007,4,0.9000000000000021,0.6000000000000227,3.8,112
733,23,26.9,67,20.2,1010.1,6.6,-1.98,0.0,0.6999999999999993,4,0.6999999999999993,0.6000000000000227,4.1,105
734,3,24.5,88,22.5,1011.0,8.3,-2.69,1.2,1.0,5,0.3000000000000007,0.2999999999999545,5.4,110
735,4,24.6,90,22.8,1010.4,8.2,-1.43,3.8,0.1999999999999993,2,0.5,0.6000000000000227,4.799999999999999,114
736,5,24.1,90,22.3,1009.5,8.2,-1.98,1.4,0.5,0,0.5,0.8999999999999773,5.799999999999999,118
737,6,24.4,88,22.3,1008.7,6.4,-1.86,0.2,0.3999999999999986,2,0.3999999999999986,0.7999999999999545,3.8,135
738,7,24.2,89,22.1,1008.9,6.2,-0.68,0.0,0.1999999999999993,2,0.3000000000000007,0.1999999999999318,4.5,168
739,8,24.1,87,21.7,1009.2,6.0,-0.95,0.0,0.1999999999999993,2,0.6000000000000014,0.5,3.9,175
740,9,23.8,83,20.7,1009.7,4.9,5.004,0.0,0.4000000000000021,4,1.0,0.5,3.2,158
741,10,24.5,81,21.0,1010.6,5.2,170.1,0.0,0.8000000000000007,3,0.3000000000000007,0.8999999999999773,2.9000000000000004,158
742,11,26.3,74,21.3,1011.1,8.6,866.5,0.0,1.8000000000000007,7,0.8000000000000007,0.5,4.9,153
743,2,25.4,84,22.4,1011.1,6.5,-1.89,0.0,0.6999999999999993,3,0.3000000000000007,0.20000000000004547,3.7,103
744,1,26.9,66,20.0,1010.8,6.3,-1.33,0.0,0.5,3,0.3000000000000007,0.2999999999999545,3.9,107
745,22,26.0,80,22.3,1008.5,5.8,-3.54,0.0,0.4000000000000021,1,0.1999999999999993,0.7000000000000455,4.1,110
746,21,26.2,79,22.2,1007.8,6.3,102.3,0.0,1.1999999999999993,7,0.5,0.5,4.5,106
747,20,27.5,72,21.9,1007.3,7.0,732.9,0.0,1.3000000000000007,7,0.9000000000000021,0.2999999999999545,3.8,98
748,19,28.4,67,21.6,1007.1,7.5,1240.0,0.0,1.3000000000000007,8,1.3000000000000007,0.3000000000000682,4.4,109
749,18,29.6,60,21.0,1006.9,8.3,1705.0,0.0,0.9000000000000021,6,1.5,0.3999999999999773,5.000000000000001,96
750,17,30.0,57,20.6,1007.3,8.0,2042.0,0.0,0.6999999999999993,4,1.400000000000002,0.8000000000000682,4.6,101
751,0,26.5,68,20.2,1010.5,5.8,-3.13,0.0,0.5,2,0.1999999999999993,0.3999999999999773,3.8,112
752,15,30.5,60,22.0,1008.8,7.3,1879.0,0.0,1.8000000000000007,8,2.0,1.0,4.199999999999998,103
753,14,30.1,58,21.1,1009.7,7.3,1903.0,0.0,2.0,7,1.599999999999998,0.6000000000000227,3.9,108
754,13,28.8,63,21.0,1010.2,6.8,1632.0,0.0,1.6999999999999993,9,1.599999999999998,0.3999999999999773,3.7,116
755,12,27.2,69,21.1,1010.5,7.7,1044.0,0.0,0.8999999999999986,4,0.6000000000000014,0.3999999999999773,4.9,135
756,11,26.6,71,21.0,1010.1,6.5,870.0,0.0,1.900000000000002,9,0.6000000000000014,0.3000000000000682,3.8,163
757,10,24.7,80,20.9,1009.9,3.1,225.1,0.0,1.3999999999999986,3,0.8999999999999986,0.5,1.5,187
758,9,23.4,82,20.1,1009.5,3.9,2.01,0.0,0.6000000000000014,2,0.1999999999999993,0.20000000000004547,2.3,195
759,8,23.9,80,20.3,1009.3,3.6,-3.51,0.0,0.3000000000000007,2,0.3000000000000007,0.2999999999999545,2.3,187
760,7,24.0,79,20.2,1009.1,3.7,-2.64,0.0,0.3999999999999986,1,0.4000000000000021,0.20000000000004547,1.9,177
761,6,24.3,79,20.4,1009.0,2.2,-2.36,0.0,0.5,3,0.09999999999999787,0.2999999999999545,0.9000000000000001,191
762,5,24.8,76,20.3,1009.3,2.4,-2.1,0.0,0.6999999999999993,3,0.6000000000000014,0.6000000000000227,1.6,161
763,4,24.7,74,19.7,1009.9,3.9,-3.54,0.0,1.1999999999999993,6,0.4000000000000021,0.6000000000000227,3.4,172
764,3,25.9,68,19.5,1010.5,5.0,-3.31,0.0,0.8999999999999986,4,0.3999999999999986,0.2999999999999545,3.7,126
765,2,26.7,65,19.7,1010.7,7.5,-2.83,0.0,0.6000000000000014,4,0.6000000000000014,0.09999999999990904,5.6,120
766,16,30.3,55,20.2,1008.1,8.7,2305.0,0.0,0.9000000000000021,7,2.0,0.6999999999999318,4.9,101
767,23,26.0,82,22.6,1009.2,4.0,-3.36,0.0,0.3000000000000007,2,0.4000000000000021,0.7000000000000455,3.0,108
768,15,26.1,85,23.4,1010.6,5.4,1365.0,0.6,1.8000000000000007,10,1.2999999999999972,0.3999999999999773,3.7,135
769,0,26.5,79,22.6,1009.5,4.9,-2.38,0.0,0.5,3,0.09999999999999787,0.3999999999999773,3.0000000000000004,102
770,1,26.7,79,22.7,1009.6,5.0,-2.71,0.0,0.3000000000000007,2,0.5,0.10000000000002274,2.8,98
771,2,26.3,80,22.6,1009.5,7.3,-1.96,0.0,0.3999999999999986,3,0.5,0.10000000000002274,5.1,108
772,3,26.0,80,22.3,1009.3,5.3,-2.67,0.0,0.3000000000000007,1,0.5,0.20000000000004547,4.1,113
773,4,26.1,79,22.3,1008.6,4.3,-2.24,0.0,0.3000000000000007,1,0.3000000000000007,0.6999999999999318,2.4,104
774,5,25.5,81,22.1,1008.1,7.0,-3.02,0.0,0.6999999999999993,3,0.2999999999999972,0.6000000000000227,4.7,109
775,6,25.1,81,21.6,1008.0,5.1,-3.02,0.0,0.3999999999999986,2,0.5,0.20000000000004547,2.8,113
776,7,24.0,81,20.5,1008.6,6.1,-2.85,0.0,1.1000000000000014,4,1.5,0.6000000000000227,3.6,123
777,8,23.1,90,21.3,1009.0,5.9,-1.66,0.2,0.8999999999999986,9,0.8999999999999986,0.3999999999999773,5.300000000000002,134
778,9,23.2,90,21.4,1009.6,4.3,0.232,0.0,0.2999999999999972,0,0.3000000000000007,0.6000000000000227,2.3,179
779,10,23.0,90,21.2,1010.4,4.5,66.37,0.2,0.1999999999999993,1,0.1999999999999993,0.7999999999999545,2.7,179
780,11,23.6,91,22.1,1010.8,3.8,236.5,2.2,0.6000000000000014,1,0.9000000000000021,0.3999999999999773,1.5,202
781,12,24.3,90,22.5,1011.1,4.7,582.6,0.0,1.0,1,1.099999999999998,0.3000000000000682,2.6,188
782,13,25.4,87,23.2,1011.1,5.2,1095.0,0.4,1.2999999999999972,4,1.1999999999999993,0.3999999999999773,3.0,175
783,14,26.9,80,23.1,1011.0,5.3,1438.0,0.0,2.0,7,1.1000000000000014,0.20000000000004547,2.9,191
784,16,25.6,84,22.6,1009.9,5.6,1657.0,0.8,2.200000000000003,9,1.900000000000002,0.7000000000000455,3.6,140
785,17,27.8,73,22.4,1009.2,5.3,1320.0,0.2,2.6000000000000014,13,1.6000000000000014,0.6999999999999318,2.9,118
786,18,28.0,74,22.9,1008.7,6.9,1563.0,0.0,1.6000000000000014,8,1.0,0.5,4.4,113
787,19,28.2,69,22.0,1008.4,6.2,1263.0,0.0,1.0,7,1.3000000000000007,0.3000000000000682,3.4000000000000004,111
788,20,26.9,77,22.5,1009.0,6.5,642.3,0.0,1.400000000000002,9,0.7000000000000028,0.6000000000000227,3.8,115
789,21,25.8,82,22.5,1009.4,5.6,57.19,0.0,1.099999999999998,5,0.3000000000000007,0.3999999999999773,4.3,125
790,22,25.4,85,22.6,1009.9,4.1,-3.54,0.0,0.4000000000000021,3,0.1999999999999993,0.5,3.0,127
791,23,25.0,86,22.5,1010.3,2.8,-3.53,0.0,0.3999999999999986,1,0.1999999999999993,0.3999999999999773,2.5,166
792,16,30.6,55,20.5,1009.7,9.0,2223.0,0.0,1.3000000000000007,10,2.1999999999999997,0.5,5.5,115
793,21,26.8,76,22.1,1009.5,7.2,110.7,0.0,1.1999999999999993,9,0.8000000000000007,0.5,4.5,96
794,20,28.0,67,21.4,1009.0,7.7,765.6,0.0,1.3000000000000007,5,0.6999999999999993,0.20000000000004547,4.7,103
795,19,29.3,62,21.3,1008.9,8.1,1372.0,0.0,0.8000000000000007,7,1.7000000000000028,0.10000000000002274,5.199999999999998,105
796,18,29.8,57,20.5,1008.9,9.8,1773.0,0.0,0.9000000000000021,9,2.099999999999998,0.20000000000004547,5.9,104
797,17,30.6,53,19.9,1009.1,9.3,2067.0,0.0,0.6999999999999993,8,2.1000000000000014,0.6000000000000227,5.4,104
798,23,26.5,80,22.8,1010.6,5.0,-3.54,0.0,0.3000000000000007,4,0.5,0.8000000000000682,3.4,110
799,22,26.5,77,22.3,1009.8,6.3,-3.54,0.0,0.3000000000000007,1,0.2999999999999972,0.2999999999999545,3.9,100
800,0,24.2,90,22.4,1010.8,1.4,-3.52,0.0,0.8000000000000007,4,0.1999999999999993,0.5,1.1,157
801,1,24.0,91,22.4,1010.6,1.3,-3.51,0.0,0.4000000000000021,1,0.3000000000000007,0.1999999999999318,1.3,195
802,2,23.7,91,22.2,1010.5,1.6,-3.26,0.0,0.3999999999999986,0,0.2999999999999972,0.3000000000000682,0.9000000000000001,186
803,3,23.6,92,22.2,1010.2,1.6,-3.14,0.0,0.1999999999999993,1,0.1999999999999993,0.2999999999999545,0.8,185
804,4,23.5,92,22.1,1009.7,1.9,-2.55,0.0,0.3000000000000007,0,0.1999999999999993,0.5,1.7,166
805,5,23.6,92,22.2,1009.2,1.9,-2.35,0.0,0.3000000000000007,0,0.3000000000000007,0.5,1.5,167
806,6,23.5,92,22.1,1009.0,1.9,-2.7,0.0,0.3000000000000007,1,0.3000000000000007,0.20000000000004547,1.1,177
807,7,23.3,92,21.9,1009.1,1.8,-2.96,0.0,0.4000000000000021,1,0.3999999999999986,0.20000000000004547,1.2000000000000002,173
808,8,23.5,92,22.1,1009.4,2.1,-2.59,0.0,0.4000000000000021,0,0.3999999999999986,0.2999999999999545,1.3,185
809,9,23.2,92,21.9,1009.7,2.5,4.506,0.0,0.3000000000000007,0,0.20000000000000284,0.40000000000009095,2.0,170
810,10,24.8,91,23.1,1010.3,2.5,233.3,0.0,1.6000000000000014,1,1.2000000000000028,0.5999999999999089,1.6,168
811,11,26.0,81,22.5,1011.0,5.0,681.3,0.0,1.3999999999999986,11,1.3999999999999986,0.7000000000000455,3.3,152
812,12,27.9,76,23.2,1011.3,5.5,980.2,0.0,2.0,8,1.400000000000002,0.2999999999999545,3.2,141
813,13,28.4,69,22.2,1011.3,6.5,1721.0,0.0,1.7000000000000028,11,1.3000000000000007,0.1999999999999318,3.8,120
814,14,30.7,60,22.0,1010.9,8.5,2278.0,0.0,2.400000000000002,11,1.8000000000000007,0.3999999999999773,4.6,106
815,15,30.4,60,21.8,1010.2,9.0,2218.0,0.0,1.400000000000002,7,1.6999999999999993,0.6999999999999318,4.6,106
816,16,30.1,64,22.6,1011.9,9.8,2006.0,0.0,1.3999999999999986,6,1.3999999999999986,0.6000000000000227,5.6000000000000005,112
817,0,26.8,78,22.7,1011.3,5.1,-3.16,0.0,0.4000000000000021,2,0.1999999999999993,0.6999999999999318,2.8999999999999995,100
818,1,27.1,77,22.8,1011.7,6.3,-1.92,0.0,0.3000000000000007,2,0.3000000000000007,0.40000000000009095,3.5,100
819,2,26.8,78,22.6,1011.9,7.2,-3.11,0.0,0.3000000000000007,2,0.3999999999999986,0.1999999999999318,4.9,100
820,3,26.8,77,22.3,1011.7,6.8,-3.41,0.0,0.1999999999999993,2,0.5,0.1999999999999318,4.1,106
821,4,26.5,78,22.4,1011.4,6.0,-2.93,0.0,0.3000000000000007,1,0.3000000000000007,0.3000000000000682,4.0,106
822,5,26.1,81,22.6,1011.1,5.5,-3.53,0.0,0.5,3,0.3000000000000007,0.2999999999999545,3.9,119
823,6,25.6,83,22.6,1011.0,4.0,-3.47,0.0,0.5,2,0.1999999999999993,0.20000000000004547,3.4,151
824,7,24.9,87,22.6,1011.3,1.9,-3.43,0.0,0.8000000000000007,4,0.20000000000000284,0.2999999999999545,1.2999999999999998,173
825,8,24.0,89,22.1,1011.5,1.7,-3.53,0.0,0.8999999999999986,3,0.5,0.3000000000000682,1.2,189
826,9,24.2,90,22.6,1011.8,1.5,2.4090000000000003,0.0,0.3000000000000007,2,0.4000000000000021,0.2999999999999545,1.1,182
827,10,24.9,90,23.1,1012.4,1.6,103.8,0.0,0.6999999999999993,2,0.5,0.6000000000000227,1.0,176
828,11,27.6,77,23.2,1013.0,4.3,675.3,0.0,2.700000000000003,14,1.0,0.7000000000000455,2.2,141
829,12,27.7,78,23.6,1013.5,6.3,1024.0,0.8,2.1000000000000014,12,1.6999999999999993,0.6000000000000227,3.9,132
830,13,29.3,66,22.4,1013.3,10.9,1763.0,0.2,2.1000000000000014,13,2.3999999999999986,0.3000000000000682,6.2,116
831,14,28.9,68,22.5,1013.1,10.9,2099.0,0.0,1.599999999999998,7,1.2999999999999972,0.1999999999999318,7.1000000000000005,113
832,15,29.8,65,22.5,1012.5,9.0,1958.0,0.0,2.0,7,1.3000000000000007,0.6000000000000227,5.1,100
833,17,29.9,64,22.3,1011.3,10.4,1998.0,0.0,1.599999999999998,7,1.6000000000000014,0.6000000000000227,6.6000000000000005,111
834,18,29.9,63,22.1,1010.9,8.4,1669.0,0.0,0.7000000000000028,4,1.3999999999999986,0.5,4.9,102
835,19,28.9,62,21.0,1010.8,8.5,1371.0,0.0,1.2000000000000028,5,1.6000000000000014,0.1999999999999318,4.9,98
836,20,28.2,70,22.2,1011.2,8.5,719.6,0.0,0.8999999999999986,9,1.1999999999999993,0.40000000000009095,6.0,91
837,21,27.1,75,22.2,1011.2,8.1,73.57,0.0,1.1999999999999993,5,0.2999999999999972,0.09999999999990904,5.4,89
838,22,27.0,76,22.3,1011.6,6.5,-3.52,0.0,0.10000000000000142,1,0.2999999999999972,0.3999999999999773,4.5,95
839,23,26.8,74,21.8,1012.3,6.5,-3.21,0.0,0.3000000000000007,2,0.5,0.6999999999999318,4.4,97
840,16,30.1,59,21.2,1011.2,8.2,2193.0,0.0,1.1000000000000014,6,1.599999999999998,1.0999999999999093,3.9999999999999987,93
841,23,25.5,76,21.1,1011.8,3.8,-3.54,0.0,0.5,2,0.3000000000000007,0.2999999999999545,2.8,75
842,22,25.9,74,20.8,1011.5,5.0,-3.54,0.0,0.6000000000000014,1,0.3999999999999986,0.2999999999999545,3.9,59
843,21,26.5,73,21.2,1011.2,7.4,51.77,0.0,0.8999999999999986,7,0.8000000000000007,0.40000000000009095,5.2,82
844,20,27.4,66,20.5,1010.8,8.2,578.9,0.0,1.3000000000000007,8,1.1000000000000014,0.3999999999999773,4.9,94
845,19,28.4,64,20.8,1010.5,8.8,1277.0,0.0,0.9000000000000021,8,2.1999999999999997,0.20000000000004547,5.000000000000001,104
846,18,28.3,64,20.9,1010.4,9.4,1289.0,0.0,1.3999999999999986,6,1.099999999999998,0.6000000000000227,6.1000000000000005,104
847,17,29.1,62,21.0,1011.0,8.0,1708.0,0.0,1.3000000000000007,8,1.900000000000002,0.3000000000000682,3.8,104
848,0,26.7,75,21.9,1012.8,4.9,-3.52,0.0,0.3999999999999986,2,0.2999999999999972,0.5,2.9000000000000004,99
