,hora,temp_inst,umid_inst,pto_orvalho_inst,pressao,vento_rajada,radiacao,precipitacao,vento_vel,diff_temp,diff_umid,diff_dew,diff_pressure,diff_wind
458,1,24.5,90,22.7,1012.5,1.1,-3.14,0.0,172,0.5,2,0.3999999999999986,0.5,1.0
459,2,24.2,91,22.6,1012.5,0.9,-2.7,0.0,184,0.3000000000000007,1,0.3000000000000007,0.20000000000004547,0.9
460,3,24.5,91,22.8,1012.3,1.4,-2.09,0.0,192,0.3999999999999986,1,0.3000000000000007,0.20000000000004547,0.7
461,4,24.6,89,22.6,1012.0,2.4,-1.6,0.0,170,0.6999999999999993,3,0.6999999999999993,0.39999999999997726,1.9
462,5,24.7,90,23.0,1011.5,1.9,-1.68,0.0,189,0.3000000000000007,1,0.5,0.5,0.8999999999999999
463,6,24.3,90,22.6,1011.3,2.4,-0.86,0.0,159,0.6999999999999993,1,0.6000000000000014,0.20000000000004547,2.1
464,7,23.8,91,22.2,1011.4,1.3,-2.33,0.0,170,0.5999999999999979,1,0.5,0.10000000000002274,1.0
465,8,23.6,91,22.1,1011.7,1.4,-2.14,0.0,201,0.3000000000000007,1,0.3000000000000007,0.3000000000000682,1.2
466,9,23.2,91,21.7,1012.3,1.8,5.441,0.0,189,0.5,1,0.5,0.599999999999909,0.8
467,10,24.6,77,20.3,1012.8,5.8,255.9,0.0,162,1.5,15,1.8000000000000007,0.599999999999909,3.0999999999999996
468,12,27.8,66,20.8,1013.5,7.8,1291.0,0.0,162,1.6999999999999993,4,1.4000000000000021,0.20000000000004547,4.8
469,13,28.8,57,19.5,1013.4,9.1,1890.0,0.0,149,1.1000000000000014,8,1.3000000000000007,0.10000000000002274,5.8999999999999995
470,14,29.3,55,19.5,1012.8,8.0,2105.0,0.0,152,1.1999999999999993,5,1.3999999999999986,0.6000000000000227,4.4
471,15,30.2,55,20.2,1012.2,8.2,2099.0,0.0,140,1.5,5,1.5,0.599999999999909,4.799999999999999
472,16,30.3,51,19.1,1011.5,8.9,1982.0,0.0,125,1.1000000000000014,5,1.6999999999999993,0.7000000000000455,5.6000000000000005
473,17,30.8,53,20.1,1010.9,8.9,1690.0,0.0,104,1.3999999999999986,8,2.0,0.6000000000000227,5.0
474,18,29.4,60,20.9,1011.0,9.9,1699.0,0.0,95,1.5,9,1.4000000000000021,0.10000000000002274,5.5
475,19,28.9,65,21.6,1011.3,9.9,1327.0,0.0,103,0.8000000000000007,6,1.0,0.2999999999999545,6.4
476,20,27.8,70,21.8,1011.6,8.2,702.8,0.0,105,1.0999999999999979,6,0.5,0.3000000000000682,4.999999999999999
477,21,26.9,75,22.2,1012.0,6.8,84.25,0.0,102,0.9000000000000021,6,0.5,0.39999999999997726,4.6
478,22,26.5,78,22.4,1012.2,4.9,-3.54,0.0,100,0.3999999999999986,3,0.3999999999999986,0.39999999999997726,3.4000000000000004
479,23,26.4,79,22.6,1012.7,4.1,-3.54,0.0,104,0.3000000000000007,2,0.3000000000000007,0.5,2.5999999999999996
480,21,27.2,76,22.5,1012.2,6.4,83.59,0.0,114,1.2999999999999972,8,0.5,0.10000000000002274,4.0
481,0,26.2,83,23.0,1013.1,4.4,-3.52,0.0,125,0.5,4,0.5,0.5,3.6000000000000005
482,1,26.4,81,22.8,1013.4,3.5,-3.29,0.0,116,0.3999999999999986,2,0.1999999999999993,0.2999999999999545,2.2
483,2,26.8,78,22.6,1013.6,5.2,-3.39,0.0,112,0.5,3,0.40000000000000213,0.3000000000000682,3.1
484,3,27.0,73,21.7,1013.4,7.3,-2.49,0.0,115,0.3000000000000007,5,1.0,0.20000000000004547,4.199999999999999
485,4,26.5,73,21.2,1013.1,6.6,-3.52,0.0,124,0.7000000000000028,2,0.5999999999999979,0.2999999999999545,4.199999999999999
486,5,25.8,74,20.9,1012.7,6.6,-3.52,0.0,138,0.6999999999999993,2,0.3999999999999986,0.39999999999997726,4.6
487,6,24.9,77,20.5,1012.5,6.2,-3.52,0.0,162,1.0,5,0.6999999999999993,0.20000000000004547,4.4
488,7,23.7,82,20.6,1012.7,4.6,-3.54,0.0,172,1.1999999999999993,6,0.1999999999999993,0.2999999999999545,2.5999999999999996
489,8,23.3,77,19.1,1013.1,6.2,-3.54,0.0,151,0.3999999999999986,6,1.3999999999999986,0.39999999999997726,4.1
490,9,22.8,76,18.4,1013.6,6.4,2.47,0.0,166,0.5999999999999979,2,0.6999999999999993,0.5,3.9000000000000004
491,10,23.7,72,18.3,1014.0,7.2,255.6,0.0,164,1.0999999999999979,6,0.3000000000000007,0.39999999999997726,4.7
492,22,26.7,79,22.8,1012.5,5.5,-3.54,0.0,112,0.5999999999999979,3,0.3000000000000007,0.2999999999999545,3.9
493,23,26.5,81,23.0,1013.2,3.8,-3.54,0.0,119,0.3000000000000007,2,0.3000000000000007,0.7000000000000455,2.5999999999999996
494,11,25.6,63,17.9,1014.5,7.7,914.4,0.0,171,2.1000000000000014,10,0.8000000000000007,0.6000000000000227,4.800000000000001
495,12,27.3,54,17.3,1014.5,7.7,1297.0,0.0,156,2.0,10,1.3000000000000007,0.20000000000004547,4.300000000000001
496,13,28.6,53,18.0,1014.4,8.1,1906.0,0.0,160,1.5,5,1.6000000000000014,0.20000000000004547,4.5
497,14,30.0,52,19.1,1014.0,10.1,2145.0,0.0,142,1.5,5,1.1999999999999993,0.39999999999997726,6.699999999999999
498,15,30.9,51,19.5,1013.1,10.6,2293.0,0.0,142,1.3999999999999986,5,1.3999999999999986,0.8999999999999773,7.3
499,16,30.5,50,19.0,1012.3,9.7,2067.0,0.0,142,0.9000000000000021,4,1.5,0.900000000000091,6.3999999999999995
500,17,30.7,55,20.6,1011.6,10.1,1946.0,0.0,104,1.1000000000000014,6,1.2999999999999972,0.6999999999999318,6.699999999999999
501,18,30.4,60,21.7,1011.5,8.1,1600.0,0.0,104,1.0999999999999979,5,1.1999999999999993,0.20000000000004547,5.0
502,19,29.7,62,21.7,1011.8,7.3,1303.0,0.0,109,0.9000000000000021,5,0.8999999999999986,0.2999999999999545,4.1
503,20,28.4,68,21.9,1012.1,7.5,690.9,0.0,107,1.5,7,0.7000000000000028,0.40000000000009095,4.8
504,12,27.5,56,18.0,1015.0,8.1,1181.0,0.0,165,2.6999999999999993,16,1.6999999999999993,0.20000000000004547,5.3
505,15,30.2,50,18.6,1013.9,9.4,2257.0,0.0,139,1.8000000000000007,8,1.5,0.5,5.7
506,14,29.1,55,19.1,1014.4,9.4,2094.0,0.0,143,1.1999999999999993,5,1.3999999999999986,0.5,5.6000000000000005
507,13,28.2,55,18.5,1014.9,9.0,1942.0,0.0,139,1.1999999999999993,4,1.3999999999999986,0.3000000000000682,5.2
508,16,31.1,47,18.3,1013.3,9.4,2289.0,0.0,146,1.4000000000000021,8,1.5,0.6000000000000227,6.5
509,11,25.0,71,19.4,1015.2,6.0,613.8,0.0,167,1.6999999999999993,8,1.0,0.5,3.4
510,10,24.0,75,19.4,1014.7,5.3,180.6,0.0,159,0.6999999999999993,4,0.3000000000000007,0.7000000000000455,3.3
511,9,23.4,79,19.4,1014.0,3.9,1.9780000000000002,0.0,166,0.1999999999999993,1,0.1999999999999993,0.39999999999997726,2.5
512,8,23.3,78,19.3,1013.7,5.2,-3.54,0.0,156,0.6999999999999993,1,0.5,0.7000000000000455,3.8000000000000003
513,7,23.9,77,19.6,1013.0,5.6,-3.54,0.0,176,0.7000000000000028,11,2.1999999999999993,0.39999999999997726,3.3
514,6,24.4,85,21.7,1012.8,4.7,-3.5,0.0,179,0.5,4,0.6999999999999993,0.599999999999909,2.7
515,5,24.2,89,22.2,1012.3,2.7,-3.53,0.0,172,0.9000000000000021,2,0.6999999999999993,0.7000000000000455,2.1
516,4,25.0,88,22.8,1013.0,2.7,-3.44,0.0,198,0.3999999999999986,1,0.3000000000000007,0.5,1.3000000000000003
517,3,25.4,87,23.1,1013.5,1.9,-3.49,0.0,195,0.3999999999999986,2,0.3999999999999986,0.2999999999999545,0.7
518,2,25.7,85,23.0,1013.8,3.1,-2.86,0.0,185,1.0,2,0.5,0.1999999999999318,2.5
519,1,26.5,83,23.3,1013.9,3.1,-3.11,0.0,146,0.1999999999999993,1,0.3999999999999986,0.39999999999997726,2.6
520,0,26.3,82,23.0,1013.6,3.3,-3.54,0.0,115,0.3000000000000007,2,0.3000000000000007,0.39999999999997726,2.1999999999999997
521,23,25.6,80,21.8,1013.4,2.6,-3.37,0.0,187,1.1000000000000014,4,0.3999999999999986,0.6000000000000227,2.0
522,22,26.5,77,22.1,1012.8,4.0,-3.26,0.0,134,0.3999999999999986,5,0.8000000000000007,0.09999999999990905,3.1
523,21,26.7,72,21.2,1012.8,7.0,51.13,0.0,109,1.2999999999999972,10,1.1999999999999993,0.1999999999999318,5.4
524,20,27.9,62,20.0,1012.6,6.8,614.1,0.0,115,1.7000000000000028,6,1.1000000000000014,0.20000000000004547,4.199999999999999
525,19,29.6,59,20.6,1012.5,5.3,1316.0,0.0,107,0.6999999999999993,3,1.1000000000000014,0.39999999999997726,3.4
526,18,30.2,57,20.7,1012.1,8.1,1444.0,0.0,111,1.1999999999999993,12,3.6999999999999993,0.39999999999997726,5.3
527,17,30.4,49,18.4,1012.5,8.4,1830.0,0.0,156,1.1999999999999993,6,1.6999999999999993,0.7999999999999545,5.5
528,0,25.5,83,22.4,1013.8,1.6,-2.74,0.0,185,0.5,4,0.5999999999999979,0.39999999999997726,1.1
529,15,30.4,50,18.7,1012.5,8.1,2200.0,0.0,143,1.6000000000000014,7,1.5999999999999979,0.6000000000000227,4.699999999999999
530,14,29.3,52,18.6,1013.1,8.1,2120.0,0.0,166,1.0,8,2.0,0.5,4.199999999999999
531,16,31.6,45,18.4,1011.5,7.8,2229.0,0.0,165,1.5,6,1.5,1.0,5.3
532,17,31.2,52,20.1,1010.6,6.5,1994.0,0.0,133,0.8999999999999986,8,2.200000000000003,0.8999999999999773,3.9
533,18,30.2,56,20.5,1010.4,7.5,1724.0,0.0,84,1.0999999999999979,7,1.2000000000000028,0.3000000000000682,4.6
534,19,28.6,61,20.4,1010.6,6.8,1182.0,0.0,102,1.8000000000000007,6,0.8999999999999986,0.3000000000000682,3.9
535,20,28.0,64,20.6,1010.6,6.8,689.1,0.0,93,0.9000000000000021,4,0.6999999999999993,0.20000000000004547,3.8
536,21,26.8,72,21.3,1011.0,6.8,80.01,0.0,92,1.1999999999999993,8,0.6999999999999993,0.39999999999997726,4.4
537,22,26.5,76,22.1,1011.3,5.8,-3.54,0.0,101,0.40000000000000213,4,0.8000000000000007,0.2999999999999545,3.9
538,23,26.6,78,22.4,1012.1,5.7,-3.42,0.0,105,0.1999999999999993,2,0.6000000000000014,0.8000000000000682,3.3000000000000003
539,13,28.9,56,19.3,1013.6,8.3,1887.0,0.0,171,1.7999999999999972,10,1.3000000000000007,0.39999999999997726,4.9
540,12,27.2,64,19.9,1013.9,7.1,1272.0,0.0,141,1.0999999999999979,4,1.0,0.3000000000000682,4.199999999999999
541,11,26.3,68,19.9,1014.0,6.0,879.0,0.0,184,1.9000000000000021,11,0.9000000000000021,0.2999999999999545,2.9
542,10,24.4,77,20.2,1013.7,4.2,241.7,0.0,186,1.1999999999999993,5,0.6999999999999993,0.6000000000000227,2.6
543,9,23.2,82,19.9,1013.1,4.2,2.347,0.0,175,0.1999999999999993,4,0.8000000000000007,0.5,2.3000000000000003
544,8,23.2,86,20.7,1012.7,3.4,-3.53,0.0,192,0.40000000000000213,1,0.6000000000000014,0.3000000000000682,1.7999999999999998
545,7,23.6,86,21.1,1012.4,3.3,-3.54,0.0,189,1.1999999999999993,7,0.3000000000000007,0.10000000000002274,2.4
546,6,24.8,79,21.0,1012.4,6.1,-3.54,0.0,191,1.0999999999999979,4,0.40000000000000213,0.20000000000004547,5.1
547,5,25.8,75,21.1,1012.6,6.8,-3.54,0.0,139,0.5,2,0.3999999999999986,0.7999999999999545,5.0
548,4,26.2,75,21.4,1013.4,6.0,-3.5,0.0,124,0.5,2,0.6000000000000014,0.39999999999997726,3.4
549,3,26.7,75,21.9,1013.8,5.8,-3.5,0.0,119,0.29999999999999716,5,0.9000000000000021,0.40000000000009095,3.5999999999999996
550,2,26.6,80,22.8,1014.1,4.7,-3.29,0.0,113,0.3999999999999986,1,0.3000000000000007,0.10000000000002274,3.2
551,1,26.7,80,22.8,1014.1,3.4,-1.09,0.0,111,1.4000000000000021,5,0.8000000000000007,0.3000000000000682,2.0999999999999996
552,12,28.0,65,20.7,1012.3,8.7,1188.0,0.0,134,1.6000000000000014,9,0.8999999999999986,0.1999999999999318,5.6
553,14,29.9,55,19.9,1011.6,9.7,2246.0,0.0,115,1.3000000000000007,7,1.1999999999999993,0.6000000000000227,6.1
554,21,26.2,73,21.0,1009.2,6.9,88.67,0.0,99,1.1000000000000014,11,1.5,0.3000000000000682,4.4
555,20,27.3,62,19.4,1008.9,7.5,712.7,0.0,115,1.1999999999999993,7,1.2000000000000028,0.1999999999999318,4.4
556,19,28.4,58,19.2,1008.8,8.1,1321.0,0.0,109,0.9000000000000021,6,1.4000000000000021,0.1999999999999318,5.0
557,18,29.2,54,19.0,1008.7,8.6,1717.0,0.0,113,0.6999999999999993,5,1.5,0.599999999999909,5.0
558,17,29.7,54,19.2,1009.3,10.0,1943.0,0.0,113,0.8000000000000007,5,1.8999999999999986,0.8000000000000682,6.5
559,16,30.0,58,20.7,1010.1,9.5,2071.0,0.0,104,1.0,6,1.9000000000000021,0.6999999999999318,5.7
560,15,29.7,56,20.0,1010.8,9.5,2341.0,0.0,112,0.8999999999999986,6,1.3999999999999986,0.8000000000000682,5.6
561,22,25.9,75,21.2,1009.7,6.6,-3.54,0.0,99,0.3000000000000007,2,0.3000000000000007,0.5,4.8
562,23,25.6,77,21.3,1010.1,4.1,-3.54,0.0,91,0.3999999999999986,3,0.3999999999999986,0.39999999999997726,2.9999999999999996
563,0,26.0,79,22.1,1012.3,5.7,-3.54,0.0,113,0.7000000000000028,1,0.3999999999999986,0.2999999999999545,4.4
564,1,25.3,82,22.0,1012.2,3.7,-3.53,0.0,169,0.8999999999999986,4,0.3000000000000007,0.1999999999999318,3.2
565,2,24.5,87,22.1,1012.2,1.8,-3.53,0.0,197,0.9000000000000021,5,0.3999999999999986,0.10000000000002274,1.4
566,3,24.0,88,22.0,1011.8,1.4,-3.38,0.0,195,0.5,2,0.40000000000000213,0.40000000000009095,0.7
567,4,24.0,90,22.3,1011.5,1.8,-3.0,0.0,178,0.40000000000000213,2,0.5,0.2999999999999545,0.8
568,5,24.1,88,21.9,1011.0,2.4,-2.76,0.0,176,0.3000000000000007,2,0.5,0.5,1.4
569,6,24.2,88,22.0,1010.8,2.9,-3.0,0.0,174,0.40000000000000213,1,0.3000000000000007,0.20000000000004547,1.4
570,7,24.3,87,21.9,1010.7,4.0,-3.35,0.0,173,0.1999999999999993,1,0.3000000000000007,0.09999999999990905,2.5
571,8,23.9,86,21.5,1010.9,4.1,-3.53,0.0,172,0.5,1,0.6000000000000014,0.1999999999999318,2.5999999999999996
572,9,24.0,82,20.8,1011.3,4.2,3.055,0.0,170,0.3000000000000007,4,0.6999999999999993,0.39999999999997726,2.4000000000000004
573,10,24.7,80,21.0,1011.9,4.3,186.1,0.0,175,0.8000000000000007,3,0.1999999999999993,0.6000000000000227,2.0999999999999996
574,11,26.5,71,20.9,1012.1,7.4,791.6,0.0,154,1.9000000000000021,9,0.5,0.20000000000004547,3.9000000000000004
575,13,29.3,56,19.8,1012.2,9.0,1685.0,0.0,128,2.0,11,1.8999999999999986,0.1999999999999318,5.3
576,0,24.9,79,21.0,1010.6,2.8,-3.54,0.0,101,0.7000000000000028,2,0.5,0.5,2.4
577,23,26.1,79,22.2,1010.7,4.5,-3.54,0.0,108,0.1999999999999993,1,0.1999999999999993,0.6000000000000227,3.1
578,22,26.2,78,22.1,1010.1,5.8,-3.54,0.0,96,0.5999999999999979,4,0.40000000000000213,0.8000000000000682,4.199999999999999
579,21,26.7,74,21.7,1009.3,6.5,89.67,0.0,99,1.2999999999999972,8,0.8999999999999986,0.39999999999997726,4.0
580,20,27.9,66,20.9,1008.9,7.7,706.7,0.0,108,1.0,6,0.8000000000000007,0.2999999999999545,5.0
581,19,28.8,62,20.7,1008.7,9.5,1315.0,0.0,118,0.5999999999999979,4,1.0,0.1999999999999318,6.6
582,18,29.1,60,20.6,1008.7,10.5,1715.0,0.0,108,1.0,6,1.0,0.2999999999999545,5.8
583,17,29.7,55,19.6,1008.9,9.8,2024.0,0.0,108,0.6999999999999993,4,0.9000000000000021,0.8999999999999773,5.800000000000001
584,16,30.0,54,19.7,1009.8,9.8,1843.0,0.0,103,1.1999999999999993,5,1.6000000000000014,0.7000000000000455,5.300000000000001
585,15,29.9,54,19.5,1010.4,9.1,2178.0,0.0,127,1.1000000000000014,5,1.3000000000000007,0.39999999999997726,5.3999999999999995
586,14,30.1,56,20.5,1010.8,8.2,2214.0,0.0,130,1.4000000000000021,10,2.1999999999999993,0.6000000000000227,4.8999999999999995
587,13,29.0,63,21.2,1011.4,7.9,1539.0,0.0,147,2.400000000000002,12,1.1999999999999993,0.40000000000009095,4.800000000000001
588,12,26.9,74,21.9,1011.7,7.5,1020.0,0.0,151,1.3999999999999986,7,0.7999999999999972,0.2999999999999545,4.5
589,11,25.6,81,22.0,1011.5,6.5,623.8,0.0,170,1.0,4,0.6000000000000014,0.7999999999999545,3.7
590,10,24.9,83,21.8,1010.7,5.2,221.2,0.0,173,1.5,6,0.3999999999999986,0.6000000000000227,3.2
591,9,23.4,88,21.4,1010.2,3.9,2.44,0.0,173,0.20000000000000284,1,0.3000000000000007,0.40000000000009095,2.2
592,8,23.5,89,21.6,1009.8,3.3,-3.08,0.0,175,0.3999999999999986,1,0.29999999999999716,0.1999999999999318,1.9
593,7,23.6,89,21.7,1009.6,2.8,-3.44,0.0,168,0.5,1,0.3999999999999986,0.20000000000004547,1.6999999999999997
594,6,23.4,90,21.6,1009.5,2.4,-3.2,0.0,174,0.3999999999999986,1,0.3000000000000007,0.20000000000004547,1.5999999999999999
595,5,23.6,89,21.7,1009.7,2.0,-3.19,0.0,179,0.5,1,0.6000000000000014,0.39999999999997726,1.0
596,4,23.4,88,21.4,1010.0,1.4,-3.09,0.0,179,0.40000000000000213,2,0.5,0.39999999999997726,0.8999999999999999
597,3,23.6,87,21.4,1010.4,1.6,-3.43,0.0,171,0.5,2,0.3999999999999986,0.20000000000004547,1.2000000000000002
598,2,23.8,86,21.4,1010.5,1.4,-3.54,0.0,168,0.9000000000000021,4,0.29999999999999716,0.2999999999999545,0.8999999999999999
599,1,24.3,83,21.2,1010.8,2.0,-3.54,0.0,120,0.7999999999999972,4,0.5,0.2999999999999545,1.3
600,22,26.5,76,22.0,1010.8,6.2,-3.54,0.0,117,0.5,3,0.3000000000000007,0.6999999999999318,4.9
601,23,26.3,78,22.1,1011.5,3.6,-3.54,0.0,133,0.3000000000000007,2,0.3000000000000007,0.7000000000000455,2.6
602,0,26.0,81,22.5,1011.2,3.2,-3.54,0.0,109,0.3999999999999986,3,0.3000000000000007,0.5,2.0
603,1,25.9,81,22.5,1011.4,3.9,-3.54,0.0,127,0.1999999999999993,1,0.3000000000000007,0.2999999999999545,2.9
604,2,26.3,81,22.7,1011.3,4.4,-3.52,0.0,111,0.5,2,0.3000000000000007,0.10000000000002274,2.7
605,3,26.6,77,22.2,1011.0,6.0,-3.31,0.0,112,0.3000000000000007,4,0.5,0.2999999999999545,3.1
606,4,26.3,75,21.5,1010.6,7.5,-3.51,0.0,122,0.40000000000000213,3,0.6999999999999993,0.39999999999997726,4.9
607,5,25.8,78,21.8,1010.3,7.5,-3.44,0.0,150,0.6000000000000014,4,0.40000000000000213,0.3000000000000682,6.4
608,6,24.1,86,21.7,1010.1,3.3,-3.51,0.0,193,1.6999999999999993,8,0.1999999999999993,0.1999999999999318,1.7999999999999998
609,7,23.5,88,21.4,1010.4,2.3,-3.53,0.0,171,0.6000000000000014,2,0.3999999999999986,0.2999999999999545,1.4
610,8,23.8,86,21.2,1010.7,3.6,-3.54,0.0,179,0.3000000000000007,2,0.3999999999999986,0.39999999999997726,1.9000000000000001
611,9,23.7,85,21.1,1011.0,3.9,2.274,0.0,177,0.10000000000000142,1,0.1999999999999993,0.2999999999999545,2.0999999999999996
612,10,24.9,81,21.4,1011.7,3.7,219.2,0.0,177,1.1999999999999993,4,0.3999999999999986,0.6000000000000227,1.8000000000000003
613,11,26.8,70,20.9,1012.3,6.8,868.9,0.0,150,1.9000000000000021,11,0.5999999999999979,0.599999999999909,4.1
614,12,28.2,56,18.8,1012.5,9.2,1249.0,0.0,141,1.6000000000000014,15,2.599999999999998,0.20000000000004547,5.199999999999999
615,13,29.1,54,18.8,1012.4,10.4,1888.0,0.0,128,1.1999999999999993,5,1.3000000000000007,0.10000000000002274,6.300000000000001
616,14,30.3,53,19.6,1012.2,10.4,2144.0,0.0,138,1.5999999999999979,6,1.5,0.2999999999999545,6.7
617,15,30.7,54,20.2,1011.6,9.9,2023.0,0.0,104,2.0,5,2.1999999999999993,0.6000000000000227,5.0
618,16,30.5,56,20.9,1010.9,11.1,2241.0,0.0,110,1.0,5,1.8999999999999986,0.8000000000000682,5.8999999999999995
619,17,30.3,56,20.4,1010.2,11.4,2027.0,0.0,109,1.0999999999999979,4,0.8999999999999986,0.7999999999999545,7.1000000000000005
620,18,29.2,61,21.1,1009.7,10.1,1729.0,0.0,112,1.1000000000000014,7,0.9000000000000021,0.5,5.8999999999999995
621,19,29.0,61,20.7,1009.8,8.8,1316.0,0.0,110,0.6000000000000014,3,1.0,0.1999999999999318,5.300000000000001
622,20,28.1,65,21.0,1010.0,8.0,706.4,0.0,99,1.0999999999999979,5,0.7000000000000028,0.20000000000004547,4.9
623,21,27.0,73,21.8,1010.1,6.6,86.16,0.0,103,1.1000000000000014,7,0.8000000000000007,0.20000000000004547,3.9999999999999996
624,21,26.9,74,21.9,1010.6,7.5,88.84,0.0,101,1.3000000000000007,8,1.0999999999999979,0.3000000000000682,5.4
625,23,26.5,80,22.7,1011.4,4.9,-3.53,0.0,115,0.40000000000000213,3,0.3999999999999986,0.39999999999997726,3.0000000000000004
626,0,25.5,81,22.0,1011.6,2.9,-3.53,0.0,185,0.8999999999999986,3,0.3000000000000007,0.10000000000002274,2.0999999999999996
627,1,24.7,86,22.2,1011.9,1.8,-3.54,0.0,165,0.8000000000000007,5,0.40000000000000213,0.2999999999999545,1.5
628,2,26.4,80,22.7,1012.0,4.2,-2.36,0.0,115,1.6999999999999993,6,0.6999999999999993,0.10000000000002274,2.3000000000000003
629,3,26.6,77,22.2,1011.9,6.9,-2.58,0.0,109,0.20000000000000284,5,0.8000000000000007,0.10000000000002274,4.5
630,4,26.5,75,21.7,1011.5,6.8,-2.18,0.0,117,0.3000000000000007,3,0.5999999999999979,0.39999999999997726,4.4
631,5,26.1,75,21.3,1011.0,5.8,-2.78,0.0,135,0.3999999999999986,2,0.5,0.5,3.6999999999999997
632,6,24.9,82,21.6,1010.7,5.5,-3.21,0.0,167,1.2000000000000028,7,0.3000000000000007,0.2999999999999545,4.3
633,7,24.6,82,21.3,1010.8,3.3,-3.38,0.0,171,0.3999999999999986,2,0.3999999999999986,0.1999999999999318,1.9999999999999998
634,8,23.7,86,21.2,1011.2,3.2,-3.54,0.0,188,0.9000000000000021,4,0.10000000000000142,0.40000000000009095,2.1
635,9,23.6,86,21.2,1011.7,3.4,4.816,0.0,179,0.1999999999999993,1,0.29999999999999716,0.5,2.0
636,10,25.2,80,21.5,1012.1,4.4,267.9,0.0,167,1.5999999999999979,6,0.40000000000000213,0.39999999999997726,2.4000000000000004
637,11,26.9,74,21.9,1012.7,6.0,870.7,0.0,162,1.6999999999999993,6,0.5999999999999979,0.6000000000000227,3.1
638,12,27.6,70,21.8,1013.1,7.8,1117.0,0.0,172,1.1999999999999993,5,0.6999999999999993,0.5,5.1
639,13,29.0,64,21.4,1013.0,7.9,1670.0,0.0,147,1.5,8,1.3000000000000007,0.2999999999999545,4.6000000000000005
640,14,28.9,60,20.4,1012.7,8.9,1487.0,0.0,140,1.6000000000000014,7,1.8000000000000007,0.39999999999997726,5.4
641,15,29.5,60,21.0,1011.9,9.4,1094.0,0.0,109,1.5999999999999979,6,1.1000000000000014,0.8000000000000682,5.5
642,16,30.3,57,20.9,1011.1,12.1,2321.0,0.0,107,1.6999999999999993,5,1.3999999999999986,0.8999999999999773,7.6
643,17,30.0,58,20.8,1010.6,11.0,2087.0,0.0,113,0.8000000000000007,4,1.1999999999999993,0.6000000000000227,6.6
644,18,29.4,58,20.4,1010.1,10.2,1713.0,0.0,100,0.9000000000000021,5,1.6000000000000014,0.5,5.3999999999999995
645,19,28.7,63,20.9,1010.1,10.2,1333.0,0.0,109,0.8000000000000007,6,1.0,0.10000000000002274,5.699999999999999
646,20,28.1,67,21.3,1010.3,8.6,705.3,0.0,109,0.6999999999999993,5,0.8000000000000007,0.1999999999999318,5.699999999999999
647,22,26.6,77,22.3,1011.0,7.2,-3.54,0.0,107,0.3999999999999986,3,0.5,0.39999999999997726,4.800000000000001
648,1,27.0,77,22.6,1011.7,6.5,-3.03,0.0,110,0.3000000000000007,2,0.3000000000000007,0.1999999999999318,4.3
649,0,26.9,78,22.8,1011.8,5.5,-2.67,0.0,102,0.5999999999999979,3,0.3999999999999986,0.5,2.9
650,23,26.3,78,22.1,1011.2,4.9,-3.54,0.0,119,0.1999999999999993,1,0.1999999999999993,0.7000000000000455,3.2
651,22,26.5,77,22.3,1010.5,5.9,-3.54,0.0,103,0.5,6,0.9000000000000021,0.39999999999997726,4.1000000000000005
652,21,27.0,71,21.4,1010.1,7.0,93.57,0.0,102,1.1000000000000014,7,0.8999999999999986,0.39999999999997726,4.3
653,20,28.0,64,20.6,1009.7,7.0,721.8,0.0,109,1.5,8,0.8000000000000007,0.40000000000009095,3.9
654,19,29.5,57,20.0,1009.3,7.8,1335.0,0.0,100,1.1999999999999993,8,1.6000000000000014,0.39999999999997726,4.699999999999999
655,18,30.3,53,19.6,1008.9,9.0,1742.0,0.0,100,1.1999999999999993,6,1.3000000000000007,0.5,5.6
656,17,31.2,50,19.6,1009.4,8.1,1924.0,0.0,101,1.3999999999999986,9,2.8000000000000007,0.6000000000000227,4.699999999999999
657,16,30.6,46,17.8,1010.0,9.4,1473.0,0.0,152,1.5,8,2.3000000000000007,0.6000000000000227,6.300000000000001
658,15,31.0,46,18.1,1010.6,10.7,2261.0,0.0,133,1.0,5,1.8000000000000007,0.8999999999999773,7.199999999999999
659,14,30.3,48,18.1,1011.5,10.7,2152.0,0.0,133,1.0999999999999979,6,1.6999999999999993,0.5,6.1
660,13,29.5,49,17.8,1012.0,10.0,1895.0,0.0,151,1.6999999999999993,9,1.3999999999999986,0.20000000000004547,7.0
661,12,28.0,56,18.5,1012.1,9.1,1272.0,0.0,166,1.8000000000000007,10,1.5,0.3000000000000682,5.199999999999999
662,11,26.4,66,19.5,1011.9,9.6,904.5,0.0,164,1.3999999999999986,6,0.6000000000000014,0.6000000000000227,6.3999999999999995
663,10,25.3,71,19.6,1011.3,6.3,297.7,0.0,158,1.4000000000000021,5,0.5,0.5,3.5
664,9,24.0,75,19.3,1010.8,5.4,2.031,0.0,164,0.5,4,1.0,0.1999999999999318,3.2
665,8,24.3,78,20.3,1010.6,5.4,-3.54,0.0,144,0.5999999999999979,1,0.5999999999999979,0.20000000000004547,3.4000000000000004
666,7,24.9,78,20.8,1010.4,6.8,-3.53,0.0,161,0.8000000000000007,4,0.1999999999999993,0.10000000000002274,4.699999999999999
667,6,25.7,74,20.7,1010.4,7.6,-3.28,0.0,144,0.5,4,0.40000000000000213,0.20000000000004547,5.3999999999999995
