,hora,temp_inst,umid_inst,pto_orvalho_inst,pressao,vento_rajada,radiacao,precipitacao,vento_vel,diff_temp,diff_umid,diff_dew,diff_pressure,diff_wind
1055,0,25.5,75,20.6,1011.6,4.3,-3.53,0.0,105,0.40000000000000213,1,0.3000000000000007,0.6000000000000227,2.5999999999999996
1056,0,25.3,81,21.9,1010.8,2.7,-3.52,0.0,124,0.5,3,0.3000000000000007,0.39999999999997726,2.0
1057,1,25.4,82,22.1,1011.1,2.3,-3.35,0.0,148,0.3999999999999986,2,0.3999999999999986,0.3000000000000682,1.6999999999999997
1058,2,25.9,81,22.4,1010.9,3.2,-2.13,0.0,119,0.8999999999999986,3,0.5,0.20000000000004547,2.0
1059,3,26.1,81,22.6,1010.4,5.3,-2.78,0.0,109,0.3000000000000007,1,0.3999999999999986,0.5,3.5
1060,4,25.6,84,22.7,1009.8,4.1,-2.54,0.2,119,0.5999999999999979,3,0.1999999999999993,0.6000000000000227,2.8999999999999995
1061,5,25.3,85,22.6,1009.3,4.8,-3.1,0.0,142,0.5,2,0.3000000000000007,0.5,3.8
1062,6,25.0,86,22.5,1009.1,5.7,-2.17,0.0,144,0.3000000000000007,1,0.1999999999999993,0.2999999999999545,4.300000000000001
1063,7,24.4,88,22.2,1009.3,3.7,-3.13,0.0,175,0.6000000000000014,2,0.3999999999999986,0.2999999999999545,2.1
1064,8,24.0,88,22.0,1009.7,4.1,-3.39,0.0,170,0.3999999999999986,1,0.1999999999999993,0.5,3.0999999999999996
1065,9,24.1,87,21.8,1010.1,4.4,-0.4,0.0,175,0.1999999999999993,2,0.3000000000000007,0.39999999999997726,2.7
1066,10,24.4,83,21.3,1010.7,4.8,104.3,0.0,169,0.29999999999999716,4,0.5,0.6000000000000227,2.8
1067,11,26.1,73,20.9,1011.3,6.7,696.9,0.0,157,2.0,11,0.8000000000000007,0.599999999999909,3.9000000000000004
1068,12,27.8,67,21.1,1011.5,8.1,1245.0,0.0,145,1.6999999999999993,7,0.8999999999999986,0.3000000000000682,4.699999999999999
1069,13,28.7,61,20.5,1011.3,8.7,1683.0,0.0,129,1.3000000000000007,8,1.3999999999999986,0.3000000000000682,5.1
1070,14,28.7,60,20.3,1010.9,10.2,1828.0,0.0,131,1.9000000000000021,7,1.3000000000000007,0.5,6.8999999999999995
1071,15,29.8,56,20.2,1010.2,9.4,1641.0,0.0,110,1.9000000000000021,7,1.3000000000000007,0.6999999999999318,5.2
1072,16,30.2,55,20.3,1009.5,11.0,2220.0,0.0,105,1.3000000000000007,4,1.3999999999999986,0.7000000000000455,6.4
1073,17,29.4,57,19.9,1008.8,11.0,2158.0,0.0,107,1.3000000000000007,5,1.3999999999999986,0.7000000000000455,5.4
1074,18,29.3,59,20.6,1008.5,9.8,1789.0,0.0,110,0.8999999999999986,4,1.3999999999999986,0.2999999999999545,5.700000000000001
1075,19,28.8,63,21.1,1008.4,9.8,1480.0,0.0,111,1.1999999999999993,6,1.3999999999999986,0.3000000000000682,5.800000000000001
1076,20,27.8,68,21.4,1008.9,9.1,760.8,0.0,98,1.3000000000000007,7,0.7000000000000028,0.5,5.0
1077,21,26.8,75,22.1,1009.2,8.3,107.3,0.0,109,1.0,7,0.7000000000000028,0.39999999999997726,5.800000000000001
1078,22,26.7,76,22.1,1009.7,6.1,-3.53,0.0,108,0.1999999999999993,2,0.29999999999999716,0.5,3.3
1079,23,26.6,78,22.4,1009.9,7.2,-3.53,0.0,105,0.3000000000000007,2,0.3999999999999986,0.2999999999999545,4.300000000000001
1080,19,28.8,59,19.9,1009.9,9.1,1379.0,0.0,94,1.3999999999999986,7,1.6000000000000014,0.1999999999999318,4.199999999999999
1081,23,26.3,77,21.8,1011.6,6.2,-2.92,0.0,103,0.5,3,0.40000000000000213,0.5,3.9000000000000004
1082,22,26.6,76,21.9,1011.1,7.9,-3.35,0.0,95,0.3999999999999986,6,0.9000000000000021,0.5,4.7
1083,21,26.8,72,21.4,1010.6,6.6,137.5,0.0,92,1.0,7,0.7999999999999972,0.5,3.3
1084,20,27.8,65,20.6,1010.2,9.1,777.0,0.0,95,1.0,6,1.0,0.3000000000000682,6.3
1085,18,30.0,53,19.3,1009.8,8.0,1792.0,0.0,114,0.8000000000000007,5,1.1000000000000014,0.40000000000009095,4.3
1086,17,30.7,51,19.4,1010.2,7.8,1845.0,0.0,108,1.0,5,1.5,0.6999999999999318,4.4
1087,16,30.1,54,19.7,1010.9,6.3,1310.0,0.0,103,1.3000000000000007,7,1.8000000000000007,0.8000000000000682,3.0999999999999996
1088,15,30.4,49,18.4,1011.7,6.8,1982.0,0.0,127,1.1999999999999993,6,1.5,0.5,4.199999999999999
1089,14,29.4,55,19.4,1012.2,7.4,1461.0,0.0,148,1.7999999999999972,10,2.1000000000000014,0.39999999999997726,4.800000000000001
1090,13,28.2,62,20.2,1012.5,7.3,1548.0,0.0,149,1.0999999999999979,7,1.1000000000000014,0.2999999999999545,4.199999999999999
1091,12,27.3,66,20.5,1012.7,7.6,984.4,0.0,153,1.8999999999999986,6,1.8000000000000007,0.5,4.8
1092,11,26.9,68,20.6,1012.2,7.4,795.4,0.0,166,1.9000000000000021,12,1.3000000000000007,0.6000000000000227,4.6000000000000005
1093,10,25.2,80,21.6,1011.6,4.1,191.2,0.0,178,1.0,4,0.3000000000000007,0.8999999999999773,2.3
1094,9,24.2,84,21.3,1010.7,3.5,1.261,0.0,177,0.5999999999999979,3,0.29999999999999716,0.5,1.9
1095,8,23.9,85,21.2,1010.2,3.3,-3.53,0.0,184,1.1000000000000014,6,0.1999999999999993,0.5,2.5999999999999996
1096,7,25.0,79,21.0,1009.7,3.7,-3.53,0.0,132,0.3999999999999986,1,0.3000000000000007,0.20000000000004547,2.4000000000000004
1097,6,25.4,78,21.2,1009.5,6.8,-3.49,0.0,126,0.8000000000000007,3,0.1999999999999993,0.39999999999997726,5.6
1098,5,26.2,75,21.4,1009.9,6.9,-2.03,0.0,118,0.3999999999999986,2,0.5,0.5,3.9000000000000004
1099,4,26.4,77,21.9,1010.4,6.8,-2.39,0.0,113,0.3000000000000007,3,0.5,0.39999999999997726,4.3
1100,3,26.4,78,22.1,1010.8,6.6,-3.09,0.0,110,0.3999999999999986,1,0.3000000000000007,0.3000000000000682,4.8
1101,2,26.7,77,22.3,1011.1,7.9,-3.06,0.0,103,0.29999999999999716,1,0.3000000000000007,0.20000000000004547,5.300000000000001
1102,1,26.8,77,22.5,1011.0,6.8,-3.45,0.0,100,0.40000000000000213,2,0.1999999999999993,0.39999999999997726,3.6999999999999997
1103,0,26.4,79,22.5,1010.7,6.6,-3.54,0.0,108,0.3000000000000007,1,0.10000000000000142,0.8000000000000682,4.3
1104,14,30.3,59,21.4,1012.7,6.7,1760.0,0.0,132,2.3000000000000007,9,1.1999999999999993,0.5,3.7
1105,19,27.9,69,21.6,1010.6,7.8,958.3,0.0,99,1.5999999999999979,7,1.0,0.20000000000004547,4.1
1106,21,26.7,75,21.9,1010.9,7.4,98.22,0.0,80,0.9000000000000021,4,0.3000000000000007,0.2999999999999545,5.1000000000000005
1107,22,26.5,77,22.2,1011.2,5.9,-3.4,0.0,93,0.3999999999999986,3,0.3000000000000007,0.3000000000000682,3.9000000000000004
1108,23,26.5,78,22.3,1011.7,4.3,-3.51,0.0,98,0.40000000000000213,1,0.3999999999999986,0.5,2.0
1109,0,26.2,78,22.1,1012.1,5.1,-2.51,0.0,105,0.1999999999999993,2,0.40000000000000213,0.5,3.3
1110,1,26.2,78,22.1,1012.4,4.5,-2.48,0.0,108,0.1999999999999993,1,0.3000000000000007,0.2999999999999545,2.5
1111,2,26.4,78,22.2,1012.6,4.5,-2.54,0.0,109,0.29999999999999716,1,0.3999999999999986,0.20000000000004547,2.7
1112,3,25.9,81,22.3,1012.1,4.0,-3.34,0.0,110,0.5999999999999979,3,0.29999999999999716,0.5,2.4
1113,4,25.9,78,21.8,1011.5,5.6,-3.43,0.0,107,0.3000000000000007,3,0.5999999999999979,0.6000000000000227,3.0999999999999996
1114,5,25.7,79,21.9,1011.1,5.6,-3.27,0.0,113,0.3999999999999986,2,0.3999999999999986,0.39999999999997726,4.199999999999999
1115,6,25.1,82,21.8,1011.0,3.9,-2.49,0.0,173,0.6999999999999993,3,0.3000000000000007,0.10000000000002274,3.6999999999999997
1116,7,25.3,82,22.0,1010.7,3.5,-2.77,0.0,125,0.6999999999999993,4,0.5,0.39999999999997726,2.1
1117,8,24.8,84,21.9,1011.2,3.5,-3.29,0.0,178,0.5999999999999979,3,0.1999999999999993,0.5,2.7
1118,9,24.7,85,22.1,1011.7,3.1,1.219,0.0,164,0.10000000000000142,1,0.3000000000000007,0.5,2.3
1119,10,24.9,84,22.0,1012.4,3.4,121.3,0.0,166,0.40000000000000213,2,0.1999999999999993,0.6999999999999318,1.9
1120,11,27.0,76,22.3,1012.7,5.4,697.0,0.0,171,2.1000000000000014,9,0.8000000000000007,0.39999999999997726,2.5000000000000004
1121,12,27.3,72,21.9,1013.2,6.5,1000.0,0.0,153,1.3999999999999986,6,0.8999999999999986,0.5,3.7
1122,13,28.4,67,21.7,1013.1,7.2,1359.0,0.0,157,1.8000000000000007,9,1.3000000000000007,0.10000000000002274,4.7
1123,15,30.1,60,21.6,1011.9,9.0,1876.0,0.0,106,1.4000000000000021,8,1.1999999999999993,0.8000000000000682,5.3
1124,16,30.0,58,20.9,1011.2,9.4,2130.0,0.0,99,1.5,5,1.6000000000000014,0.6999999999999318,4.6000000000000005
1125,17,29.4,59,20.5,1010.6,8.3,1707.0,0.0,98,1.2000000000000028,5,1.0,0.6000000000000227,3.8000000000000007
1126,18,28.5,64,21.2,1010.4,8.3,1311.0,0.0,99,1.3999999999999986,7,1.1000000000000014,0.3000000000000682,4.6000000000000005
1127,20,27.5,71,21.8,1010.6,7.4,437.3,0.0,89,0.6999999999999993,5,0.8000000000000007,0.10000000000002274,4.2
1128,15,31.5,41,16.8,1012.6,10.0,2354.0,0.0,147,1.5,8,2.1000000000000014,0.6000000000000227,6.2
1129,23,26.0,77,21.7,1012.7,4.4,-3.54,0.0,105,0.5,5,0.8000000000000007,0.8000000000000682,3.4000000000000004
1130,16,31.8,46,18.6,1011.6,8.3,2273.0,0.0,120,1.1999999999999993,10,3.5000000000000018,1.1000000000000227,5.500000000000001
1131,0,26.3,79,22.4,1012.3,4.3,-3.49,0.0,102,0.3999999999999986,2,0.40000000000000213,0.599999999999909,3.0
1132,17,30.4,49,18.4,1011.2,8.9,2019.0,0.0,102,1.6999999999999993,6,2.0,0.5,5.0
1133,22,26.3,72,20.8,1011.9,5.3,-3.54,0.0,90,0.5,4,0.5999999999999979,0.5,3.8
1134,1,26.3,78,22.1,1012.8,4.5,-3.49,0.0,104,0.1999999999999993,3,0.5,0.5,2.9
1135,18,30.3,53,19.6,1010.5,8.6,1794.0,0.0,83,1.1999999999999993,6,1.9000000000000021,0.7000000000000455,5.199999999999999
1136,2,26.3,79,22.3,1013.0,4.6,-3.23,0.0,101,0.3000000000000007,1,0.3999999999999986,0.20000000000004547,2.8999999999999995
1137,3,26.6,79,22.6,1013.0,6.3,-2.82,0.0,95,0.40000000000000213,2,0.40000000000000213,0.20000000000004547,4.199999999999999
1138,4,26.5,79,22.5,1012.4,5.0,-2.09,0.0,103,0.3999999999999986,1,0.3000000000000007,0.6000000000000227,3.0
1139,5,26.1,80,22.5,1012.0,5.8,-2.4,0.0,124,0.3999999999999986,2,0.40000000000000213,0.39999999999997726,3.8
1140,6,26.2,80,22.4,1011.8,6.3,-3.0,0.0,117,0.3000000000000007,2,0.3999999999999986,0.39999999999997726,4.3
1141,7,25.1,80,21.3,1012.0,8.0,-3.49,0.0,118,1.0999999999999979,3,1.1999999999999993,0.39999999999997726,5.0
1142,8,25.3,82,22.0,1012.2,7.2,-2.76,0.0,148,0.3999999999999986,3,0.6999999999999993,0.20000000000004547,4.9
1143,9,24.8,82,21.5,1012.4,5.3,0.884,0.0,145,0.6000000000000014,1,0.3999999999999986,0.1999999999999318,3.8
1144,10,25.8,75,21.0,1012.9,5.2,301.9,0.0,154,1.0,7,0.8000000000000007,0.6000000000000227,2.7
1145,11,27.2,64,19.8,1013.7,8.0,927.7,0.0,147,1.3999999999999986,11,1.3999999999999986,0.8000000000000682,4.6
1146,12,28.1,59,19.5,1013.9,9.4,1283.0,0.0,158,1.1000000000000014,5,1.0,0.39999999999997726,5.4
1147,13,29.3,52,18.2,1013.6,9.5,1908.0,0.0,164,1.3999999999999986,11,2.5,0.39999999999997726,5.1
1148,14,30.8,47,18.2,1013.2,9.5,2210.0,0.0,150,1.6000000000000014,7,2.0,0.39999999999997726,5.9
1149,19,29.2,56,19.6,1010.6,8.1,1404.0,0.0,86,1.1999999999999993,6,1.2999999999999972,0.20000000000004547,4.6
1150,20,28.1,61,19.8,1010.8,8.4,781.3,0.0,97,1.1999999999999993,5,0.8999999999999986,0.2999999999999545,5.800000000000001
1151,21,26.8,68,20.3,1011.4,5.9,134.2,0.0,99,1.5,7,0.6000000000000014,0.6000000000000227,3.7
1152,11,25.4,59,16.8,1013.9,7.1,1003.0,0.0,173,2.099999999999998,23,3.3999999999999986,0.20000000000004547,4.3999999999999995
1153,23,27.2,76,22.6,1011.9,9.7,-2.12,0.0,106,0.1999999999999993,2,0.3000000000000007,0.7999999999999545,5.499999999999999
1154,22,27.3,74,22.3,1011.1,9.2,-3.23,0.0,99,0.40000000000000213,2,0.5,0.3000000000000682,5.3999999999999995
1155,21,26.9,74,21.9,1010.8,9.8,138.0,0.0,110,1.0,8,1.0,0.2999999999999545,7.000000000000001
1156,20,27.9,66,20.9,1010.5,9.7,808.7,0.0,113,1.7000000000000028,9,1.0,0.39999999999997726,5.8999999999999995
1157,19,29.3,58,20.1,1010.1,9.9,1397.0,0.0,110,1.1999999999999993,6,1.5,0.20000000000004547,6.0
1158,18,30.3,54,20.1,1010.2,8.3,1802.0,0.0,110,1.2000000000000028,6,1.1000000000000014,0.39999999999997726,4.700000000000001
1159,17,31.0,50,19.5,1010.5,9.9,2120.0,0.0,100,0.8999999999999986,6,1.5,0.7999999999999545,5.9
1160,16,31.3,48,18.9,1011.3,9.7,2230.0,0.0,117,1.0,6,2.1999999999999993,1.2000000000000455,5.799999999999999
1161,15,30.9,46,17.8,1012.5,9.0,2354.0,0.0,138,1.3000000000000007,4,1.3999999999999986,0.8999999999999773,4.5
1162,14,30.5,47,17.8,1013.4,10.0,2219.0,0.0,143,2.0,4,1.3000000000000007,0.5,6.6
1163,13,28.5,50,17.0,1013.9,10.8,1950.0,0.0,148,1.8000000000000007,5,1.5,0.3000000000000682,7.1000000000000005
1164,12,26.8,53,16.4,1014.0,10.0,1352.0,0.0,176,1.5999999999999979,8,1.1000000000000014,0.20000000000004547,5.5
1165,10,23.3,81,19.9,1013.8,4.1,230.7,0.0,192,1.5,6,1.3999999999999986,0.39999999999997726,1.8999999999999995
1166,9,21.9,84,19.0,1013.4,3.6,-0.6,0.0,194,1.0,7,1.9000000000000021,0.10000000000002274,1.9000000000000001
1167,8,22.9,88,20.8,1013.3,3.0,-3.53,0.0,185,0.5,2,0.3999999999999986,0.5,1.6
1168,7,23.2,89,21.2,1012.8,1.6,-3.54,0.0,177,1.2999999999999972,5,0.3999999999999986,0.2999999999999545,1.3
1169,6,24.4,84,21.5,1012.5,4.1,-3.54,0.0,185,1.5,6,0.40000000000000213,0.20000000000004547,3.4999999999999996
1170,5,25.9,78,21.8,1012.7,5.0,-3.49,0.0,131,0.40000000000000213,2,0.5999999999999979,0.2999999999999545,3.6
1171,4,26.2,79,22.2,1012.9,4.8,-3.08,0.0,114,0.5999999999999979,3,0.1999999999999993,0.39999999999997726,3.0999999999999996
1172,3,25.9,81,22.3,1013.3,2.8,-3.29,0.0,112,0.29999999999999716,2,0.40000000000000213,0.3000000000000682,1.9
1173,2,25.8,79,21.8,1013.5,4.2,-3.29,0.0,109,0.5,2,0.29999999999999716,0.10000000000002274,2.9000000000000004
1174,1,26.1,77,21.6,1013.6,3.8,-3.47,0.0,106,0.5999999999999979,3,0.3000000000000007,0.20000000000004547,2.4
1175,0,25.7,79,21.8,1013.4,3.1,-3.54,0.0,110,0.3999999999999986,2,0.5,0.6999999999999318,2.0
1176,2,26.7,73,21.4,1012.5,9.3,-2.89,0.0,111,0.40000000000000213,5,1.5,0.2999999999999545,6.000000000000001
1177,11,25.6,69,19.5,1014.1,5.6,425.1,0.0,141,0.7000000000000028,4,0.3999999999999986,0.8999999999999773,3.5999999999999996
1178,12,26.2,67,19.6,1014.1,6.7,673.6,0.0,136,0.8000000000000007,4,0.6999999999999993,0.3000000000000682,4.4
1179,7,25.7,74,20.7,1011.7,7.7,-2.13,0.0,132,0.1999999999999993,2,0.1999999999999993,0.3000000000000682,5.2
1180,3,26.1,75,21.3,1012.2,11.1,-1.84,0.0,119,0.8000000000000007,7,2.099999999999998,0.39999999999997726,8.6
1181,4,26.0,76,21.4,1011.6,8.2,-3.33,0.0,129,0.5,2,0.6000000000000014,0.6000000000000227,5.299999999999999
1182,8,25.6,71,20.0,1012.1,7.5,-2.64,0.0,129,0.1999999999999993,4,0.8000000000000007,0.39999999999997726,4.5
1183,18,28.7,59,20.0,1011.0,11.0,1709.0,0.0,108,1.4000000000000021,5,1.1999999999999993,0.5,6.3
1184,6,25.9,72,20.5,1011.5,8.9,-2.42,0.0,130,0.3000000000000007,5,1.0,0.39999999999997726,5.7
1185,5,25.7,77,21.4,1011.3,10.0,-3.53,0.0,120,0.5,1,0.3000000000000007,0.3000000000000682,7.7
1186,14,28.5,62,20.5,1013.5,9.5,1324.0,0.0,125,1.3999999999999986,6,1.6000000000000014,0.2999999999999545,5.6
1187,0,27.0,76,22.3,1012.2,8.6,-2.4,0.0,113,0.1999999999999993,1,0.3000000000000007,0.39999999999997726,5.0
1188,19,27.9,62,20.0,1011.1,10.6,1260.0,0.0,108,1.1999999999999993,7,1.0,0.20000000000004547,6.699999999999999
1189,13,27.5,61,19.3,1013.7,9.5,1160.0,0.0,148,1.9000000000000021,8,0.8999999999999986,0.5,6.1
1190,20,26.9,70,21.1,1011.2,8.0,464.2,0.0,109,1.0,9,1.5,0.2999999999999545,4.8
1191,16,28.8,58,19.7,1012.1,10.5,1623.0,0.0,113,1.5,7,1.5,0.7000000000000455,5.3
1192,21,26.3,73,21.1,1011.5,7.0,53.64,0.0,126,0.5999999999999979,3,0.1999999999999993,0.39999999999997726,4.3
1193,17,28.7,60,20.1,1011.4,11.9,2015.0,0.0,113,1.0,5,1.6000000000000014,0.7000000000000455,6.7
1194,22,26.1,75,21.4,1011.8,6.0,-2.43,0.0,118,0.1999999999999993,3,0.3999999999999986,0.2999999999999545,4.0
1195,9,25.0,73,19.9,1012.7,6.0,-0.64,0.0,163,0.6000000000000014,3,0.20000000000000284,0.6000000000000227,4.1
1196,23,25.7,76,21.1,1012.3,4.5,-3.29,0.0,122,0.5,1,0.29999999999999716,0.5,3.2
1197,1,27.0,77,22.7,1012.3,9.2,-2.95,0.0,110,0.20000000000000284,1,0.3000000000000007,0.1999999999999318,5.499999999999999
1198,10,24.9,73,19.7,1013.2,4.9,130.9,0.0,170,0.5,3,0.3999999999999986,0.5,2.7
1199,15,28.1,64,20.7,1012.7,11.3,1256.0,0.0,156,2.5,11,1.7999999999999972,0.7999999999999545,8.3
1200,21,26.5,71,20.8,1010.4,7.3,126.9,0.0,106,1.1000000000000014,8,0.8999999999999986,0.2999999999999545,3.8
1201,10,23.7,84,20.8,1012.4,4.2,97.44,0.0,157,0.5999999999999979,2,0.3999999999999986,0.5,3.4000000000000004
1202,11,24.3,81,20.8,1013.1,4.7,321.6,0.0,111,0.6000000000000014,4,0.6000000000000014,0.7000000000000455,3.1
1203,12,26.5,71,20.9,1013.1,5.0,1058.0,0.0,142,2.1999999999999993,10,0.8999999999999986,0.20000000000004547,2.9
1204,14,29.9,55,19.9,1012.1,8.0,1751.0,0.0,144,2.5,9,2.0,0.6999999999999318,5.4
1205,13,28.4,61,20.2,1012.8,7.4,1516.0,0.0,131,2.099999999999998,11,1.3999999999999986,0.3000000000000682,4.4
1206,15,31.1,47,18.5,1011.5,8.5,2193.0,0.0,116,2.6999999999999993,10,1.9000000000000021,0.6000000000000227,4.2
1207,16,31.1,48,18.9,1010.7,9.4,2309.0,0.0,99,1.1999999999999993,7,1.6999999999999993,0.7999999999999545,5.0
1208,17,30.3,49,18.4,1010.2,9.6,2154.0,0.0,100,0.8999999999999986,4,1.1999999999999993,0.5,4.699999999999999
1209,4,24.4,77,20.1,1012.0,3.2,-3.54,0.0,129,0.5,2,0.3999999999999986,0.7000000000000455,2.0
1210,3,24.6,78,20.4,1012.6,3.2,-3.53,0.0,151,0.5,3,0.3000000000000007,0.39999999999997726,1.9000000000000001
1211,18,29.4,52,18.4,1009.9,10.1,1794.0,0.0,110,1.0,5,1.1999999999999993,0.39999999999997726,5.699999999999999
1212,19,28.8,57,19.4,1009.7,9.0,1383.0,0.0,101,1.0,8,1.6999999999999993,0.2999999999999545,5.3
1213,2,24.8,77,20.5,1013.0,2.8,-3.52,0.0,140,0.5999999999999979,2,0.3000000000000007,0.2999999999999545,1.9
1214,5,23.9,80,20.3,1011.6,3.0,-3.11,0.0,165,0.6999999999999993,4,0.40000000000000213,0.39999999999997726,2.0
1215,20,27.6,63,20.0,1010.1,7.5,772.5,0.0,107,1.1999999999999993,6,0.8000000000000007,0.39999999999997726,4.7
1216,1,25.4,76,20.8,1012.7,2.8,-2.66,0.0,141,0.3000000000000007,2,0.1999999999999993,0.1999999999999318,1.5999999999999999
1217,22,26.4,72,21.0,1010.7,7.3,-3.39,0.0,112,0.3000000000000007,2,0.3000000000000007,0.3000000000000682,4.6
1218,23,26.6,72,21.2,1011.1,6.9,-2.31,0.0,107,0.20000000000000284,0,0.1999999999999993,0.39999999999997726,4.2
1219,0,25.5,76,20.9,1012.8,4.1,-3.53,0.0,141,0.5,2,0.40000000000000213,0.5,3.0999999999999996
1220,8,22.9,87,20.7,1011.4,4.0,-3.54,0.0,183,0.1999999999999993,1,0.3000000000000007,0.5,2.3
1221,7,22.9,87,20.5,1010.9,3.9,-3.54,0.0,191,0.5,5,0.3000000000000007,0.20000000000004547,2.0
1222,6,23.4,82,20.2,1011.1,4.3,-3.32,0.0,172,0.8000000000000007,3,0.3000000000000007,0.5,2.0999999999999996
1223,9,23.2,86,20.6,1011.9,5.2,-0.8,0.0,98,0.40000000000000213,1,0.29999999999999716,0.5,4.1
1224,8,23.4,80,19.8,1011.3,4.0,-3.53,0.0,172,0.1999999999999993,1,0.1999999999999993,0.1999999999999318,2.1
1225,11,25.8,68,19.5,1012.3,6.8,966.7,0.0,159,1.8999999999999986,9,0.6999999999999993,0.2999999999999545,3.4
1226,22,26.8,74,21.8,1010.5,9.3,-1.73,0.0,106,0.3000000000000007,5,0.8999999999999986,0.6000000000000227,5.9
1227,23,24.0,84,21.2,1011.5,11.8,-2.16,2.2,116,2.8999999999999986,12,0.6000000000000014,1.0,6.6000000000000005
1228,10,24.2,77,19.9,1012.0,5.8,238.9,0.0,177,1.3000000000000007,4,0.5,0.5,3.5
1229,15,31.3,41,16.6,1010.8,10.5,2399.0,0.0,127,1.6000000000000014,6,1.6000000000000014,0.6999999999999318,5.5
1230,16,31.6,47,18.9,1009.9,9.7,2331.0,0.0,103,1.3999999999999986,8,2.5,0.8999999999999773,5.6
1231,12,27.2,60,18.7,1012.3,8.2,1353.0,0.0,155,1.8999999999999986,11,1.5,0.1999999999999318,4.299999999999999
1232,0,26.6,72,21.0,1011.7,6.1,-2.27,0.0,113,0.3000000000000007,3,0.3999999999999986,0.6000000000000227,3.4999999999999996
1233,3,25.1,76,20.7,1012.3,4.1,-2.9,0.0,177,0.6000000000000014,4,0.5,0.10000000000002274,2.3999999999999995
1234,13,28.8,53,18.3,1011.9,11.0,1887.0,0.0,160,1.8000000000000007,9,1.3999999999999986,0.39999999999997726,6.9
1235,14,30.5,45,17.1,1011.3,8.7,2235.0,0.0,153,1.8999999999999986,10,1.8000000000000007,0.6000000000000227,5.1
1236,7,23.5,81,20.1,1011.2,3.4,-3.5,0.0,182,0.3000000000000007,1,0.3000000000000007,0.10000000000002274,1.9
1237,6,23.5,82,20.2,1011.2,2.7,-3.54,0.0,176,0.3999999999999986,1,0.5,0.5,1.3000000000000003
1238,5,23.9,82,20.6,1011.6,3.5,-3.54,0.0,172,0.6000000000000014,1,0.5,0.1999999999999318,2.2
1239,19,28.1,63,20.4,1009.1,7.8,649.0,0.0,95,1.6000000000000014,7,0.6999999999999993,0.10000000000002274,3.7
1240,18,29.6,56,19.9,1009.1,7.8,1469.0,0.0,104,1.8999999999999986,8,1.0,0.2999999999999545,4.1
1241,4,24.5,81,21.0,1011.8,4.1,-3.15,0.0,142,0.6000000000000014,5,0.3000000000000007,0.5,2.8999999999999995
1242,20,27.5,65,20.4,1009.5,8.9,285.2,0.0,106,0.7000000000000028,3,0.6000000000000014,0.39999999999997726,5.9
1243,21,27.0,70,21.0,1010.0,8.2,32.44,0.0,112,0.5,5,1.0,0.5,4.3999999999999995
1244,9,23.0,81,19.6,1011.5,5.0,0.314,0.0,161,0.3999999999999986,1,0.3000000000000007,0.3000000000000682,2.7
1245,2,25.6,72,20.2,1012.3,5.2,-3.54,0.0,156,0.6999999999999993,4,0.3000000000000007,0.2999999999999545,4.3
1246,1,26.2,68,19.9,1012.1,6.7,-3.42,0.0,122,0.40000000000000213,4,1.1000000000000014,0.39999999999997726,4.300000000000001
1247,17,30.5,50,18.9,1009.3,8.1,1917.0,0.0,110,1.3000000000000007,5,1.3000000000000007,0.7000000000000455,4.0
1248,13,27.9,69,21.6,1013.1,8.0,1305.0,0.0,145,2.1000000000000014,9,1.1000000000000014,0.10000000000002274,5.2
1249,0,23.6,91,21.9,1012.2,11.8,-0.5,2.2,126,0.5,7,0.5999999999999979,0.7000000000000455,9.3
1250,23,24.1,81,20.6,1011.2,2.5,-3.53,0.0,173,1.0999999999999979,6,0.3000000000000007,0.7000000000000455,2.5
1251,20,26.9,66,20.0,1010.2,8.3,788.2,0.0,108,1.3000000000000007,11,2.0,0.09999999999990905,5.6000000000000005
1252,16,29.9,52,18.9,1011.0,9.9,2395.0,0.0,116,1.1999999999999993,11,3.0,0.8999999999999773,5.6000000000000005
1253,2,23.2,91,21.8,1012.8,4.5,-0.39,6.0,168,0.3000000000000007,1,0.1999999999999993,0.2999999999999545,2.4
1254,9,22.9,91,21.2,1012.1,4.4,0.795,0.0,138,0.09999999999999787,0,0.0,0.39999999999997726,3.3000000000000003
1255,4,22.9,91,21.5,1012.0,4.9,-1.42,0.0,190,0.20000000000000284,1,0.10000000000000142,0.39999999999997726,2.6000000000000005
1256,5,22.9,91,21.4,1011.4,4.9,-0.64,0.2,178,0.1999999999999993,1,0.1999999999999993,0.6000000000000227,3.3000000000000003
1257,11,24.8,81,21.4,1012.9,6.6,870.5,0.0,163,1.5,9,0.7999999999999972,0.5,3.1999999999999997
1258,6,23.1,91,21.5,1011.2,4.7,-0.87,0.0,194,0.3000000000000007,0,0.10000000000000142,0.2999999999999545,3.3000000000000003
1259,8,22.8,91,21.2,1011.8,4.4,-0.07,0.4,174,0.3999999999999986,1,0.1999999999999993,0.2999999999999545,2.5000000000000004
1260,22,25.2,76,20.5,1010.6,3.9,-3.54,0.0,106,0.6999999999999993,3,0.3000000000000007,0.20000000000004547,2.5
1261,3,23.0,92,21.5,1012.4,5.9,-0.64,4.4,179,0.3000000000000007,1,0.3000000000000007,0.5,3.7
1262,17,29.8,48,17.5,1010.6,9.2,2185.0,0.0,108,0.5999999999999979,9,2.6999999999999993,0.5,4.6
